run,RS,NSGA-II-D,NSGA-II
1,0.20233653548353459,0.27867587727910104,0.544457608735109
2,0.20121037067141545,0.4852668108459635,0.4777406378404205
3,0.2084968816534546,0.35673500313140216,0.34353721794867464
4,0.20531969401228525,0.29845246907369866,0.5296530185333715
5,0.21575940537511218,0.2736149533648267,0.4265345572327525
6,0.19745263864687054,0.3229050960102377,0.49779575453826325
7,0.20960590850821653,0.28001643435663437,0.3902043795502445
8,0.2061433823838768,0.28462798543241724,0.4078056694337185
9,0.20914761168372076,0.4285488529866814,0.3173472563689474
10,0.2088304467659205,0.36869504513482837,0.42574234778636594
