Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,-4.882433,6.378336,8.060944,-0.999993,0.765888,0.000000
1,-2.849648,5.598656,10.097576,-0.999998,0.647913,0.000000
2,7.472188,0.402169,8.839708,-0.998698,0.786258,0.000000
3,-6.376266,7.711611,6.142391,-0.999874,0.786613,0.000000
4,5.127838,1.538184,9.485719,-0.985335,0.786292,0.000000
5,2.613027,7.503437,8.255145,-0.960810,0.783368,0.000000
6,4.485458,7.173613,6.105494,-0.958734,0.752454,0.000000
7,5.459934,-1.234818,8.806314,-0.999999,0.762604,0.000000
8,-6.440855,-1.296273,4.867078,-0.988749,0.798425,0.000000
9,-7.374493,2.522393,2.789898,-0.996828,0.744625,0.000000
10,5.525842,-6.543752,4.236518,-0.997113,0.767419,0.000000
11,3.374811,1.061861,8.634616,-0.996551,0.732500,0.000000
12,6.466340,-3.877661,6.608037,-0.999947,0.796385,0.000000
13,7.485479,3.045145,6.690833,-0.993255,0.771644,0.000000
14,-7.088172,7.482983,10.072150,-0.970960,0.739802,0.000000
15,7.405706,2.098331,14.776877,-0.995727,0.640954,0.000000
16,-4.511347,-7.429091,4.501331,-0.961710,0.804040,0.000000
17,-5.914129,2.487277,2.832578,-0.982308,0.735362,0.000000
18,-7.841918,7.239240,15.765749,-0.982454,0.703476,0.000000
19,-6.009091,4.764202,8.116085,-0.975797,0.766258,0.000000
20,1.455065,-7.286528,3.997822,-0.988343,0.785977,0.000000
21,0.496410,7.097806,14.042703,-0.996480,0.632505,0.000000
22,-0.873162,4.643269,10.008085,-0.999910,0.622207,0.000000
23,-5.746957,3.866056,3.041770,-0.966288,0.742575,0.000000
24,4.075773,0.343928,8.542558,-0.999958,0.745266,0.000000
25,2.544624,6.363224,5.840461,-0.971273,0.761099,0.000000
26,1.355100,4.384644,7.838736,-0.998438,0.752804,0.000000
27,-6.086779,2.861871,4.881105,-0.993366,0.796429,0.000000
28,0.813675,3.011451,7.544809,-0.978094,0.745455,0.000000
29,-7.629842,6.448235,17.555766,-0.971360,0.758200,0.000000
30,-3.051478,6.585973,5.893248,-0.999959,0.786012,0.000000
31,-3.388295,4.013437,5.570333,-0.985434,0.777714,0.000000
32,6.211849,2.997700,10.529474,-0.993247,0.595717,0.000000
33,6.067299,-2.032462,10.986876,-0.999997,0.639007,0.000000
34,7.356377,-3.037915,11.086533,-0.999997,0.647059,0.000000
35,-1.978661,6.590184,10.318667,-0.999992,0.647229,0.000000
36,1.474122,7.205739,13.607005,-0.995109,0.638280,0.000000
37,-4.546171,7.165781,6.311890,-0.999877,0.769224,0.000000
38,-7.224882,6.568962,6.412477,-0.999190,0.804916,0.000000
39,5.500596,1.346563,8.831613,-0.989913,0.791698,0.000000
40,7.746834,-2.267999,14.601416,-0.966886,0.650685,0.000000
41,7.944341,-6.992657,11.208534,-0.995908,0.733529,0.000000
42,5.331605,-6.836568,1.994265,-0.986079,0.750486,0.000000
43,-7.520965,7.019704,14.065393,-0.969000,0.635882,0.000000
44,7.753000,-1.968378,11.077143,-0.999794,0.650179,0.000000
45,4.276642,-1.441247,11.118107,-0.999902,0.633397,0.000000
46,6.762356,-6.931859,6.581849,-0.999585,0.791340,0.000000
47,5.873486,-7.335964,2.291327,-0.985048,0.744696,0.000000
48,4.826242,0.359466,9.391577,-0.999973,0.768932,0.000000
49,-1.075111,6.062749,8.311829,-0.999997,0.773656,0.000000
50,-3.836079,6.748443,9.911388,-1.000000,0.670955,0.000000
51,4.006929,-2.894813,11.228170,-0.995030,0.653033,0.000000
52,1.334228,-5.263132,2.424130,-0.985680,0.732038,0.000000
53,-5.443147,5.898825,10.375545,-0.999379,0.687737,0.000000
54,4.703150,-2.761881,7.335370,-0.999806,0.774590,0.000000
55,4.505292,1.389704,8.822062,-0.997393,0.761374,0.000000
56,6.649580,-7.323166,19.216720,-0.984766,0.759074,0.000000
57,4.531691,-4.444167,8.958227,-0.997294,0.759697,0.000000
58,0.704174,6.299275,6.185469,-0.953348,0.755635,0.000000
59,7.163677,-3.015639,10.838269,-0.999998,0.655556,0.000000
