Attribute,Value
Number Critical Scenarios,265
Number Critical Scenarios (duplicate free),265
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,12
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,12
Number Best Scenarios (duplicate free),12
Ratio Critical/All scenarios,0.27
Ratio Critical/All scenarios (duplicate free),0.27
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99999636  0.82779112  0.        ]
Input value of critical (first of population of interest),[-7.11813197  2.68909299  8.17585804]
