Attribute,Value
Number Critical Scenarios,546
Number Critical Scenarios (duplicate free),129
Number All Scenarios,1000
Number All Scenarios (duplicate free),187
Number Best Critical Scenarios,311
Number Best Critical Scenarios (duplicate free),39
Number Best Scenarios,650
Number Best Scenarios (duplicate free),48
Ratio Critical/All scenarios,0.55
Ratio Critical/All scenarios (duplicate free),0.69
Ratio Best Critical/Best Scenarios,0.48
Ratio Best Critical/Best Scenarios (duplicate free),0.81
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99941  0.84122  0.     ]
Input value of critical (first of population of interest),[ 0.259373 -6.642695  3.686182]
