Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.325514,1.164304,4.663822,-0.986359,-1.116765
1,0.383479,1.805454,4.978909,-0.987543,-1.265493
2,0.360273,0.538784,0.729584,-0.993660,-1.213154
3,0.321483,1.260858,4.769714,-0.732575,-1.438336
4,0.615058,0.817462,0.808533,-0.912012,-1.860321
5,0.594754,0.980056,1.724587,-0.727432,-1.792483
6,0.288454,0.768649,3.930909,-0.991326,-1.003958
7,0.649838,1.374831,2.043813,-0.971629,-1.934804
8,0.483389,1.004040,2.469290,-0.997618,-1.540359
9,0.586571,0.925647,1.360512,-0.875156,-2.620596
10,0.374600,1.106878,3.755617,-0.981931,-1.257443
11,0.455943,0.938401,2.539011,-0.986575,-1.471322
12,0.504940,1.443613,3.215063,-0.980730,-1.570362
13,0.622585,1.579642,2.403248,-0.988987,-1.868281
14,0.359896,1.198402,4.051538,-0.798968,-1.205197
15,0.510045,1.952917,3.728426,-0.926636,-1.586415
16,0.673669,0.847109,0.380983,-0.995480,-2.932710
17,0.462825,1.813471,3.935086,-0.996609,-1.476509
18,0.581019,1.017665,1.850025,-0.870117,-1.772026
19,0.801618,1.498733,1.477571,-0.966278,-2.186594
20,0.400782,1.666661,4.479828,-0.995311,-1.321797
21,0.607907,0.992737,1.604884,-0.867519,-1.834541
22,0.508072,1.537095,3.193797,-0.995453,-1.580023
23,0.405829,0.659887,0.596786,-0.737726,-2.406885
24,0.426716,0.612585,1.084677,-0.939660,-1.381660
25,0.309637,0.836701,2.837850,-0.842322,-1.396650
26,0.295714,0.914328,4.791145,-0.981121,-1.033673
27,0.436289,1.163615,3.610260,-0.733501,-1.405942
28,0.805426,1.457083,1.387466,-0.983249,-2.201420
29,0.581505,1.960784,3.121337,-0.981862,-1.772338
30,0.403839,0.756354,2.217902,-0.994654,-1.333865
31,0.453770,1.081522,2.954690,-0.997873,-1.462551
32,0.629626,1.916201,2.614392,-0.967854,-1.875223
33,0.298107,0.752186,3.944765,-0.980176,-1.044177
34,0.371281,0.664010,1.252040,-0.932354,-2.314467
35,0.389813,0.712059,1.435670,-0.717818,-2.300258
36,0.410151,1.658699,4.295643,-0.991269,-1.357656
37,0.601137,1.261554,2.190142,-0.986940,-1.812743
38,0.491027,0.579816,0.033945,-0.876024,-1.558817
39,0.691641,0.906290,0.621251,-0.910398,-2.857338
40,0.375335,1.696593,4.693573,-0.800135,-1.260036
41,0.531058,1.808865,3.381895,-0.991180,-1.657438
42,0.627279,1.718570,2.691673,-0.952113,-1.871691
43,0.405484,1.091667,3.412604,-0.991633,-1.340042
44,0.381171,1.235541,4.221681,-0.985965,-1.262516
45,0.566802,1.358401,2.710836,-0.833751,-1.744424
46,0.458591,1.686481,4.137231,-0.723876,-1.472365
47,0.599042,1.834178,3.023191,-0.891003,-1.806124
48,0.931753,1.035506,0.193050,-0.745361,-2.868674
49,0.406238,1.859902,4.800370,-0.739886,-1.342770
50,0.335220,1.146874,4.501077,-0.993451,-1.142725
51,0.558938,1.934999,3.137981,-0.972568,-1.721655
52,0.469917,0.547782,0.082236,-0.809054,-1.498614
53,0.388886,0.936767,3.047618,-0.983720,-1.276986
54,0.403712,0.715445,2.113055,-0.875133,-1.333208
55,0.424083,1.941190,4.310404,-0.922183,-1.375500
56,0.519871,1.427651,2.929092,-0.980138,-1.618375
57,0.459678,1.785010,3.976601,-0.985181,-1.474481
58,0.527910,0.954002,1.948043,-0.792173,-2.564879
59,0.372899,0.548194,0.943735,-0.973695,-1.252582
60,0.621066,0.832869,0.429212,-0.818518,-2.792472
61,0.489524,1.318649,2.958752,-0.985022,-1.555749
62,0.432786,1.545279,4.243678,-0.797019,-1.395476
63,0.377074,1.043576,3.503897,-0.920926,-1.259521
64,0.405018,0.574876,0.918651,-0.898706,-1.338227
65,0.331363,0.832391,3.951533,-0.916200,-1.132116
66,0.789749,1.963454,2.044273,-0.747297,-2.140116
67,0.354722,0.527095,1.120539,-0.918204,-1.195656
68,0.423936,1.722754,4.388612,-0.983038,-1.378112
69,0.354444,1.322866,4.533212,-0.936034,-1.194381
70,0.527413,1.781556,3.443503,-0.920877,-1.644901
71,0.644317,1.795824,2.638590,-0.925698,-1.920867
72,0.810088,1.145156,0.900648,-0.748902,-2.219538
73,0.434572,0.996154,1.834809,-0.722405,-2.772023
74,0.424838,0.732405,1.946236,-0.971664,-1.378654
75,0.455116,1.727403,3.850284,-0.985117,-1.471462
76,0.298535,0.876714,4.138291,-0.940095,-1.047704
77,0.562582,1.023251,2.048326,-0.775134,-1.732773
