Attribute,Value
Number Critical Scenarios,283
Number Critical Scenarios (duplicate free),68
Number All Scenarios,1000
Number All Scenarios (duplicate free),212
Number Best Critical Scenarios,175
Number Best Critical Scenarios (duplicate free),26
Number Best Scenarios,589
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.28
Ratio Critical/All scenarios (duplicate free),0.32
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.44
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99948   0.803315 -2.955809]
Input value of critical (first of population of interest),[ 0.73004  -6.716265  2.327307]
