Attribute,Value
Number Critical Scenarios,705
Number Critical Scenarios (duplicate free),249
Number All Scenarios,1000
Number All Scenarios (duplicate free),355
Number Best Critical Scenarios,133
Number Best Critical Scenarios (duplicate free),33
Number Best Scenarios,236
Number Best Scenarios (duplicate free),49
Ratio Critical/All scenarios,0.70
Ratio Critical/All scenarios (duplicate free),0.70
Ratio Best Critical/Best Scenarios,0.56
Ratio Best Critical/Best Scenarios (duplicate free),0.67
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.884489  0.79668 ]
Input value of critical (first of population of interest),[-4.062455 -6.75375   3.7095  ]
