Attribute,Value
Number Critical Scenarios,256
Number Critical Scenarios (duplicate free),63
Number All Scenarios,1000
Number All Scenarios (duplicate free),203
Number Best Critical Scenarios,126
Number Best Critical Scenarios (duplicate free),16
Number Best Scenarios,431
Number Best Scenarios (duplicate free),46
Ratio Critical/All scenarios,0.26
Ratio Critical/All scenarios (duplicate free),0.31
Ratio Best Critical/Best Scenarios,0.29
Ratio Best Critical/Best Scenarios (duplicate free),0.35
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999969  0.816208  0.      ]
Input value of critical (first of population of interest),[-2.098515  6.793324 15.990202]
