Index,X_0,X_1,X_2,Fitness_0,Fitness_1,Critical
123,0.437500,0.750000,1.250000,-0.798869,-2.386000,1
124,0.475000,0.750000,0.833333,-0.742531,-2.432910,1
125,0.850000,1.937500,1.666667,-0.820063,-2.365919,1
126,0.775000,1.562500,1.666667,-0.973973,-2.103349,1
127,0.700000,1.812500,2.291667,-0.975745,-2.005051,1
128,0.737500,1.812500,2.083333,-0.975722,-2.076902,1
129,0.437500,0.937500,2.708333,-0.995945,-1.408486,1
130,0.400000,1.500000,4.375000,-0.997100,-1.318540,1
131,0.325000,1.062500,4.583333,-0.997879,-1.116973,1
132,0.475000,1.000000,2.291667,-0.991265,-1.515945,1
133,0.587500,1.437500,2.500000,-0.985523,-1.773916,1
134,0.325000,1.187500,4.583333,-0.988445,-1.534734,1
135,0.625000,1.937500,2.708333,-0.984306,-1.870389,1
136,0.437500,0.687500,1.041667,-0.903351,-2.267062,1
137,0.812500,1.375000,1.250000,-0.937337,-2.230176,1
138,0.512500,0.625000,0.000000,-0.797008,-2.349720,1
139,0.437500,0.875000,2.291667,-0.758760,-2.352464,1
140,0.775000,1.750000,1.875000,-0.972951,-2.103349,1
141,0.700000,1.875000,2.291667,-0.974808,-2.005051,1
142,0.737500,1.875000,2.083333,-0.973393,-2.076902,1
143,0.437500,1.000000,2.916667,-0.991975,-1.408486,1
144,0.362500,0.875000,2.916667,-0.996912,-1.220608,1
145,0.400000,1.687500,4.583333,-0.996718,-1.318540,1
146,0.287500,0.937500,5.000000,-0.997760,-1.000454,1
147,0.475000,1.062500,2.500000,-0.991263,-1.515945,1
148,0.587500,1.312500,2.291667,-0.985462,-1.773916,1
149,0.625000,1.687500,2.500000,-0.983991,-1.870389,1
150,0.812500,1.250000,1.041667,-0.917210,-2.230176,1
151,0.400000,0.687500,1.041667,-0.794743,-2.329580,1
152,0.775000,1.375000,1.458333,-0.956621,-2.103349,1
153,0.737500,1.750000,2.083333,-0.966881,-2.076902,1
154,0.325000,0.937500,4.166667,-0.996784,-1.116973,1
155,0.400000,1.937500,4.791667,-0.996579,-1.318540,1
156,0.287500,0.625000,3.125000,-0.997681,-1.000454,1
157,0.475000,1.312500,3.125000,-0.991261,-1.515945,1
158,0.512500,1.812500,3.541667,-0.984695,-1.594111,1
159,0.625000,1.500000,2.291667,-0.983767,-1.870389,1
160,0.812500,1.500000,1.458333,-0.885872,-2.230176,1
161,0.400000,0.812500,2.291667,-0.793630,-2.288620,1
162,0.775000,2.000000,2.083333,-0.954940,-2.103349,1
163,0.362500,1.062500,3.333333,-0.964581,-1.945895,1
164,0.400000,0.687500,1.666667,-0.996569,-1.318540,1
165,0.287500,0.500000,1.666667,-0.996931,-1.000454,1
166,0.475000,1.125000,2.708333,-0.991230,-1.515945,1
167,0.512500,1.437500,3.125000,-0.984645,-1.594111,1
168,0.587500,1.562500,2.708333,-0.983607,-1.773916,1
169,0.625000,1.875000,2.708333,-0.983601,-1.870389,1
170,0.812500,1.062500,0.625000,-0.875466,-2.230176,1
171,0.400000,0.625000,1.041667,-0.945393,-1.951754,1
172,0.775000,1.250000,1.250000,-0.928164,-2.103349,1
173,0.400000,1.375000,4.166667,-0.996459,-1.318540,1
174,0.475000,0.937500,2.083333,-0.991218,-1.515945,1
175,0.512500,1.125000,2.500000,-0.984432,-1.594111,1
176,0.625000,1.625000,2.500000,-0.983122,-1.870389,1
177,0.812500,1.687500,1.666667,-0.873441,-2.230176,1
178,0.662500,1.562500,2.291667,-0.932982,-1.937700,1
179,0.775000,1.500000,1.666667,-0.901978,-2.103349,1
180,0.737500,2.000000,2.291667,-0.912086,-2.076902,1
181,0.400000,0.750000,2.083333,-0.996379,-1.318540,1
182,0.325000,1.125000,4.791667,-0.996406,-1.116973,1
183,0.475000,2.000000,3.958333,-0.991207,-1.515945,1
184,0.512500,1.312500,2.916667,-0.984402,-1.594111,1
185,0.625000,1.812500,2.708333,-0.982879,-1.870389,1
186,0.812500,1.937500,1.875000,-0.819073,-2.230176,1
187,0.775000,1.687500,1.875000,-0.891286,-2.103349,1
188,0.437500,0.625000,0.833333,-0.895685,-1.995695,1
189,0.400000,1.187500,3.750000,-0.995538,-1.318540,1
190,0.475000,1.562500,3.541667,-0.991203,-1.515945,1
191,0.625000,1.312500,2.083333,-0.982784,-1.870389,1
192,0.587500,1.750000,2.916667,-0.982794,-1.773916,1
193,0.812500,1.125000,0.833333,-0.762948,-2.230176,1
194,0.700000,1.750000,2.291667,-0.869187,-2.005051,1
195,0.775000,1.937500,2.083333,-0.858216,-2.103084,1
196,0.362500,1.125000,3.541667,-0.879842,-1.945895,1
197,0.400000,0.875000,2.708333,-0.995386,-1.318540,1
198,0.475000,1.750000,3.750000,-0.991199,-1.515945,1
199,0.625000,1.437500,2.291667,-0.982747,-1.870389,1
200,0.362500,1.000000,2.916667,-0.862361,-1.980338,1
201,0.512500,0.625000,0.208333,-0.855201,-2.093324,1
202,0.775000,1.125000,1.041667,-0.802124,-2.103084,1
203,0.662500,1.750000,2.500000,-0.872509,-1.937700,1
204,0.325000,0.625000,2.291667,-0.994764,-1.116973,1
205,0.400000,2.000000,4.791667,-0.994756,-1.318540,1
206,0.475000,1.187500,2.916667,-0.991130,-1.515945,1
207,0.587500,1.187500,2.083333,-0.982746,-1.773916,1
208,0.625000,1.187500,1.875000,-0.982350,-1.870389,1
209,0.737500,1.500000,1.875000,-0.842044,-2.076902,1
210,0.550000,0.625000,0.208333,-0.788621,-2.095187,1
211,0.775000,1.312500,1.458333,-0.731986,-2.103084,1
212,0.400000,1.625000,4.583333,-0.994469,-1.318540,1
213,0.475000,0.875000,1.875000,-0.991121,-1.515945,1
214,0.512500,1.062500,2.291667,-0.982463,-1.594111,1
215,0.625000,1.562500,2.500000,-0.982238,-1.870389,1
216,0.737500,1.687500,2.083333,-0.824187,-2.076902,1
217,0.775000,1.625000,1.875000,-0.703289,-2.103084,1
218,0.400000,1.750000,4.583333,-0.994426,-1.318540,1
219,0.475000,1.937500,3.958333,-0.991058,-1.515945,1
220,0.512500,1.625000,3.333333,-0.982202,-1.594111,1
221,0.625000,1.750000,2.708333,-0.980787,-1.870389,1
222,0.587500,2.000000,3.125000,-0.981154,-1.773916,1
223,0.362500,0.937500,2.500000,-0.793415,-2.006167,1
224,0.662500,1.375000,2.083333,-0.804631,-1.937700,1
225,0.737500,1.937500,2.291667,-0.758710,-2.076902,1
226,0.400000,1.562500,4.375000,-0.994386,-1.318540,1
227,0.475000,0.750000,1.250000,-0.991041,-1.515945,1
228,0.325000,1.000000,3.750000,-0.981855,-1.558487,1
229,0.362500,1.125000,3.750000,-0.972114,-1.826728,1
230,0.625000,2.000000,2.916667,-0.944574,-1.870389,1
231,0.587500,1.375000,2.500000,-0.979570,-1.773916,1
232,0.512500,1.875000,3.541667,-0.980036,-1.594111,1
233,0.362500,1.187500,3.750000,-0.787459,-1.945895,1
234,0.662500,2.000000,2.708333,-0.787621,-1.937700,1
235,0.700000,2.000000,2.500000,-0.741315,-2.005051,1
236,0.400000,1.125000,3.541667,-0.994286,-1.318540,1
237,0.475000,1.375000,3.333333,-0.991034,-1.515945,1
238,0.625000,1.375000,2.291667,-0.937944,-1.870389,1
239,0.587500,1.250000,2.291667,-0.978752,-1.773916,1
240,0.550000,1.812500,3.125000,-0.979108,-1.693341,1
241,0.512500,1.187500,2.708333,-0.979453,-1.594111,1
242,0.662500,1.250000,1.875000,-0.780235,-1.937700,1
243,0.325000,0.562500,1.666667,-0.994229,-1.116973,1
244,0.400000,0.937500,2.916667,-0.994195,-1.318540,1
245,0.475000,0.687500,0.833333,-0.991025,-1.515945,1
246,0.625000,1.000000,1.458333,-0.922259,-1.870389,1
247,0.587500,1.687500,2.916667,-0.977782,-1.773916,1
248,0.550000,1.562500,2.916667,-0.978329,-1.693341,1
249,0.512500,1.250000,2.708333,-0.978851,-1.594111,1
250,0.662500,1.000000,1.250000,-0.770820,-1.937700,1
251,0.325000,0.875000,3.958333,-0.994220,-1.116973,1
252,0.400000,1.312500,3.958333,-0.993670,-1.318540,1
253,0.475000,1.687500,3.750000,-0.991013,-1.515945,1
254,0.625000,1.250000,2.083333,-0.920521,-1.870389,1
255,0.587500,1.500000,2.708333,-0.977595,-1.773916,1
256,0.550000,1.750000,3.125000,-0.978284,-1.693341,1
257,0.662500,0.937500,1.041667,-0.762696,-1.937700,1
258,0.287500,0.812500,4.375000,-0.994165,-1.000454,1
259,0.400000,1.062500,3.333333,-0.993646,-1.318540,1
260,0.475000,1.500000,3.541667,-0.990982,-1.515945,1
261,0.625000,0.937500,1.250000,-0.899365,-1.870389,1
262,0.587500,1.000000,1.666667,-0.976877,-1.773916,1
263,0.550000,2.000000,3.333333,-0.978121,-1.693341,1
264,0.662500,1.062500,1.458333,-0.734050,-1.937700,1
265,0.362500,1.250000,3.958333,-0.735447,-1.903373,1
266,0.400000,1.000000,3.125000,-0.993616,-1.318540,1
267,0.475000,1.250000,3.125000,-0.990979,-1.515945,1
268,0.625000,1.062500,1.666667,-0.883985,-1.870389,1
269,0.587500,1.937500,3.125000,-0.972019,-1.773916,1
270,0.550000,1.375000,2.708333,-0.977589,-1.693341,1
271,0.512500,1.500000,3.125000,-0.978023,-1.594111,1
272,0.662500,0.750000,0.208333,-0.703947,-1.937700,1
273,0.325000,1.187500,5.000000,-0.993592,-1.116973,1
274,0.400000,1.437500,4.166667,-0.993371,-1.318540,1
275,0.475000,0.812500,1.666667,-0.990975,-1.515945,1
276,0.625000,1.687500,2.708333,-0.870360,-1.870389,1
277,0.587500,1.875000,3.125000,-0.876047,-1.774064,1
278,0.587500,1.062500,1.875000,-0.967390,-1.773916,1
279,0.550000,1.937500,3.333333,-0.977455,-1.693341,1
280,0.287500,0.875000,4.791667,-0.993584,-1.000454,1
281,0.400000,1.812500,4.583333,-0.992186,-1.318540,1
282,0.475000,0.625000,0.416667,-0.990914,-1.515945,1
283,0.625000,0.687500,0.000000,-0.861939,-1.870389,1
284,0.587500,1.625000,2.916667,-0.864407,-1.774064,1
285,0.587500,1.125000,2.083333,-0.913890,-1.773916,1
286,0.550000,1.687500,3.125000,-0.977443,-1.693341,1
287,0.287500,0.687500,3.541667,-0.992687,-1.000454,1
288,0.287500,0.875000,4.375000,-0.993154,-1.000367,1
289,0.325000,0.750000,3.333333,-0.992160,-1.116973,1
290,0.400000,1.250000,3.750000,-0.991765,-1.318540,1
291,0.475000,1.875000,3.958333,-0.990905,-1.515945,1
292,0.625000,1.500000,2.500000,-0.857622,-1.870389,1
293,0.550000,1.500000,2.916667,-0.977331,-1.693341,1
294,0.325000,0.687500,2.916667,-0.991802,-1.116973,1
295,0.400000,1.625000,4.375000,-0.991725,-1.318540,1
296,0.475000,1.000000,2.500000,-0.990899,-1.515945,1
297,0.625000,0.750000,0.416667,-0.849576,-1.870389,1
298,0.512500,1.375000,2.916667,-0.976909,-1.594111,1
299,0.550000,1.875000,3.333333,-0.976222,-1.693341,1
300,0.362500,0.500000,0.416667,-0.991345,-1.219978,1
301,0.475000,1.062500,2.708333,-0.990892,-1.515945,1
302,0.625000,0.875000,1.041667,-0.836323,-1.870389,1
303,0.587500,1.312500,2.500000,-0.843688,-1.774064,1
304,0.512500,1.687500,3.333333,-0.976575,-1.594111,1
305,0.325000,0.687500,1.250000,-0.973402,-1.685221,1
306,0.550000,1.625000,3.125000,-0.967410,-1.693341,1
307,0.287500,0.750000,3.958333,-0.991169,-1.000454,1
308,0.475000,0.937500,2.291667,-0.990874,-1.515945,1
309,0.625000,1.125000,1.875000,-0.773982,-1.870389,1
310,0.625000,1.937500,2.916667,-0.814521,-1.869809,1
311,0.587500,1.437500,2.708333,-0.827799,-1.774064,1
312,0.512500,1.937500,3.541667,-0.975507,-1.594111,1
313,0.325000,0.750000,1.875000,-0.957914,-1.685221,1
314,0.325000,0.875000,2.916667,-0.963139,-1.646446,1
315,0.550000,1.312500,2.708333,-0.952766,-1.693341,1
316,0.475000,1.625000,3.750000,-0.990823,-1.515945,1
317,0.587500,0.812500,1.041667,-0.821733,-1.773916,1
318,0.587500,1.187500,2.291667,-0.772419,-1.774064,1
319,0.512500,1.562500,3.125000,-0.971553,-1.594111,1
320,0.325000,0.625000,0.416667,-0.955715,-1.685221,1
321,0.550000,1.437500,2.916667,-0.936686,-1.693341,1
322,0.475000,1.125000,2.916667,-0.990818,-1.515945,1
323,0.587500,1.812500,3.125000,-0.716851,-1.774064,1
324,0.325000,0.937500,3.333333,-0.970967,-1.592613,1
325,0.512500,1.562500,3.333333,-0.970169,-1.594111,1
326,0.550000,1.812500,3.333333,-0.891230,-1.693341,1
327,0.475000,0.875000,2.083333,-0.990758,-1.515945,1
328,0.512500,0.812500,1.458333,-0.953275,-1.594111,1
329,0.475000,1.250000,2.916667,-0.964697,-1.516088,1
330,0.550000,1.187500,2.500000,-0.868979,-1.693341,1
331,0.512500,1.812500,3.333333,-0.878271,-1.595233,1
332,0.362500,0.687500,2.291667,-0.990592,-1.219978,1
333,0.325000,1.250000,5.000000,-0.990700,-1.116973,1
334,0.475000,1.312500,3.333333,-0.988833,-1.515945,1
335,0.437500,1.625000,3.958333,-0.989018,-1.407646,1
336,0.512500,1.750000,3.541667,-0.938642,-1.594111,1
337,0.550000,1.562500,3.125000,-0.801169,-1.693341,1
338,0.512500,1.625000,3.125000,-0.849821,-1.596249,1
339,0.512500,1.875000,3.333333,-0.819750,-1.597338,1
340,0.362500,1.187500,4.375000,-0.990306,-1.219978,1
341,0.475000,0.750000,1.458333,-0.988710,-1.515945,1
342,0.512500,1.375000,3.125000,-0.876684,-1.594111,1
343,0.325000,0.812500,2.291667,-0.771720,-1.685221,1
344,0.362500,0.750000,2.708333,-0.990298,-1.219978,1
345,0.475000,0.687500,1.041667,-0.987686,-1.515945,1
346,0.437500,1.812500,4.375000,-0.988024,-1.408486,1
347,0.512500,1.250000,2.916667,-0.851665,-1.594111,1
348,0.325000,0.687500,1.041667,-0.756598,-1.685221,1
349,0.362500,1.562500,5.000000,-0.990183,-1.219978,1
350,0.475000,1.437500,3.541667,-0.983897,-1.515945,1
351,0.437500,1.812500,4.166667,-0.987662,-1.407646,1
352,0.512500,2.000000,3.750000,-0.847584,-1.594111,1
353,0.325000,0.625000,0.208333,-0.714477,-1.685221,1
354,0.325000,0.812500,3.750000,-0.989942,-1.116973,1
355,0.362500,0.875000,3.333333,-0.989537,-1.219978,1
356,0.437500,1.250000,3.541667,-0.982372,-1.408486,1
357,0.475000,1.812500,3.958333,-0.980829,-1.515945,1
358,0.400000,0.875000,2.916667,-0.987474,-1.318540,1
359,0.437500,1.437500,3.750000,-0.983852,-1.407646,1
360,0.512500,1.000000,2.291667,-0.833045,-1.594111,1
361,0.325000,1.062500,3.958333,-0.846852,-1.566373,1
362,0.325000,0.500000,1.041667,-0.989644,-1.116973,1
363,0.287500,0.562500,2.291667,-0.989745,-1.000454,1
364,0.362500,0.812500,3.125000,-0.989517,-1.219978,1
365,0.437500,0.812500,2.083333,-0.981879,-1.408486,1
366,0.475000,0.562500,0.000000,-0.954953,-1.515945,1
367,0.400000,1.125000,3.750000,-0.986598,-1.318540,1
368,0.437500,1.312500,3.541667,-0.983194,-1.407646,1
369,0.512500,0.937500,2.083333,-0.823185,-1.594111,1
370,0.287500,0.500000,1.458333,-0.989224,-1.000454,1
371,0.362500,0.562500,1.041667,-0.988804,-1.219978,1
372,0.437500,0.562500,0.416667,-0.980402,-1.408486,1
373,0.475000,1.187500,3.125000,-0.952300,-1.515945,1
374,0.437500,1.125000,3.125000,-0.982403,-1.407646,1
375,0.512500,1.062500,2.500000,-0.778470,-1.594111,1
376,0.287500,0.937500,4.791667,-0.989071,-1.000367,1
377,0.325000,0.562500,1.875000,-0.988663,-1.116973,1
378,0.362500,1.312500,4.583333,-0.988484,-1.219978,1
379,0.437500,1.500000,3.958333,-0.978403,-1.408486,1
380,0.475000,0.625000,0.625000,-0.945862,-1.515945,1
381,0.437500,1.562500,3.958333,-0.981884,-1.407646,1
382,0.512500,0.687500,0.833333,-0.776066,-1.594111,1
383,0.325000,0.625000,2.500000,-0.988578,-1.116973,1
384,0.362500,1.125000,4.166667,-0.988447,-1.219978,1
385,0.437500,0.625000,1.041667,-0.967567,-1.408486,1
386,0.475000,0.812500,1.875000,-0.939550,-1.515945,1
387,0.437500,1.750000,4.166667,-0.981668,-1.407646,1
388,0.512500,1.500000,3.333333,-0.770788,-1.594111,1
389,0.362500,1.437500,4.791667,-0.988443,-1.219978,1
390,0.437500,1.187500,3.541667,-0.967087,-1.408486,1
391,0.475000,1.375000,3.125000,-0.913012,-1.515890,1
392,0.475000,1.562500,3.750000,-0.896579,-1.515945,1
393,0.437500,2.000000,4.375000,-0.980639,-1.407646,1
394,0.512500,0.875000,1.875000,-0.745403,-1.594111,1
395,0.362500,0.625000,1.666667,-0.988438,-1.219978,1
396,0.437500,0.812500,2.291667,-0.960123,-1.408486,1
397,0.475000,1.937500,3.750000,-0.912061,-1.515890,1
398,0.475000,1.750000,3.958333,-0.850194,-1.515945,1
399,0.437500,1.187500,3.333333,-0.979016,-1.407646,1
400,0.512500,1.687500,3.541667,-0.745338,-1.594111,1
401,0.362500,0.500000,0.208333,-0.988288,-1.219978,1
402,0.437500,1.562500,4.166667,-0.934584,-1.408486,1
403,0.475000,1.500000,3.333333,-0.888473,-1.515567,1
404,0.475000,1.000000,2.708333,-0.800719,-1.515945,1
405,0.400000,1.312500,4.166667,-0.978198,-1.318540,1
406,0.437500,1.937500,4.375000,-0.975810,-1.407646,1
407,0.512500,0.750000,1.250000,-0.742563,-1.594111,1
408,0.362500,0.937500,3.541667,-0.988106,-1.219978,1
409,0.475000,1.875000,3.750000,-0.888460,-1.515567,1
410,0.475000,0.937500,2.500000,-0.775066,-1.515945,1
411,0.437500,1.375000,3.750000,-0.975667,-1.407646,1
412,0.325000,1.000000,4.583333,-0.988093,-1.116973,1
413,0.362500,1.000000,3.750000,-0.987502,-1.219978,1
414,0.475000,1.687500,3.541667,-0.863781,-1.515113,1
415,0.475000,1.375000,3.541667,-0.774354,-1.515945,1
416,0.437500,1.687500,4.166667,-0.975586,-1.407646,1
417,0.287500,0.625000,2.916667,-0.988049,-1.000454,1
418,0.325000,0.937500,4.375000,-0.987500,-1.116973,1
419,0.362500,1.062500,3.958333,-0.987416,-1.219978,1
420,0.437500,1.750000,4.375000,-0.859747,-1.408486,1
421,0.475000,2.000000,3.750000,-0.814827,-1.513885,1
422,0.475000,0.687500,1.250000,-0.761829,-1.515945,1
423,0.400000,0.687500,1.875000,-0.974839,-1.318540,1
424,0.437500,1.875000,4.166667,-0.964494,-1.406957,1
425,0.287500,0.875000,4.583333,-0.987703,-1.000454,1
426,0.362500,0.812500,2.916667,-0.986832,-1.219978,1
427,0.325000,1.062500,4.791667,-0.987352,-1.116973,1
428,0.437500,1.000000,3.125000,-0.827646,-1.408486,1
429,0.475000,1.250000,3.333333,-0.761782,-1.515945,1
430,0.400000,0.750000,2.291667,-0.970562,-1.318540,1
431,0.437500,1.500000,3.750000,-0.963147,-1.406957,1
432,0.362500,1.625000,5.000000,-0.986757,-1.219978,1
433,0.437500,0.937500,2.916667,-0.825926,-1.408486,1
434,0.475000,0.750000,1.666667,-0.737001,-1.515945,1
435,0.400000,1.437500,4.375000,-0.965822,-1.318540,1
436,0.437500,1.687500,3.958333,-0.939068,-1.406422,1
437,0.362500,0.687500,2.083333,-0.986393,-1.219978,1
438,0.437500,1.375000,3.958333,-0.825261,-1.408486,1
439,0.475000,1.062500,2.916667,-0.734572,-1.515945,1
440,0.400000,0.500000,0.000000,-0.964113,-1.318540,1
441,0.400000,1.375000,3.958333,-0.935900,-1.320812,1
442,0.437500,1.937500,4.166667,-0.914730,-1.406046,1
443,0.362500,0.750000,2.500000,-0.985937,-1.219978,1
444,0.437500,0.687500,1.666667,-0.813528,-1.408486,1
445,0.437500,2.000000,4.166667,-0.819436,-1.406100,1
446,0.475000,0.562500,0.208333,-0.734041,-1.515945,1
447,0.400000,1.875000,4.583333,-0.935869,-1.320812,1
