Index,X_0,X_1,X_2,Fitness_0,Fitness_1,Critical
448,0.400000,1.500000,4.166667,-0.909657,-1.321758,1
449,0.362500,0.500000,0.000000,-0.985385,-1.219978,1
450,0.437500,1.250000,3.750000,-0.783757,-1.408486,1
451,0.400000,2.000000,4.583333,-0.788357,-1.324152,1
452,0.475000,0.875000,2.291667,-0.701331,-1.515945,1
453,0.400000,1.187500,3.541667,-0.935808,-1.320812,1
454,0.400000,1.937500,4.583333,-0.908758,-1.321758,1
455,0.362500,0.562500,0.833333,-0.985373,-1.219978,1
456,0.437500,0.562500,0.625000,-0.773523,-1.408486,1
457,0.475000,2.000000,4.166667,-0.701174,-1.515636,1
458,0.400000,1.687500,4.375000,-0.935293,-1.320812,1
459,0.362500,1.250000,4.375000,-0.985360,-1.219978,1
460,0.437500,0.750000,2.083333,-0.771749,-1.408486,1
461,0.400000,1.562500,4.166667,-0.934208,-1.320812,1
462,0.362500,0.625000,1.458333,-0.984629,-1.219978,1
463,0.437500,1.062500,3.333333,-0.761603,-1.408486,1
464,0.400000,1.812500,4.375000,-0.767175,-1.324141,1
465,0.400000,1.750000,4.375000,-0.933776,-1.320812,1
466,0.362500,1.500000,4.791667,-0.984517,-1.219978,1
467,0.437500,0.875000,2.708333,-0.755887,-1.408486,1
468,0.400000,1.812500,4.791667,-0.932688,-1.318540,1
469,0.362500,0.875000,3.125000,-0.984202,-1.219978,1
470,0.437500,0.625000,1.250000,-0.705105,-1.408486,1
471,0.400000,0.562500,0.833333,-0.914174,-1.318540,1
472,0.362500,1.375000,4.583333,-0.984052,-1.219978,1
473,0.400000,1.187500,3.958333,-0.910070,-1.318540,1
474,0.325000,1.125000,4.583333,-0.983475,-1.116151,1
475,0.362500,1.687500,5.000000,-0.983406,-1.219978,1
476,0.400000,0.625000,1.458333,-0.900387,-1.318540,1
477,0.362500,1.187500,4.166667,-0.983067,-1.219978,1
478,0.400000,0.812500,2.708333,-0.891176,-1.318540,1
479,0.362500,0.562500,1.250000,-0.983063,-1.219978,1
480,0.400000,1.562500,4.583333,-0.833181,-1.318540,1
481,0.362500,0.625000,1.875000,-0.982742,-1.219978,1
482,0.400000,0.500000,0.208333,-0.765345,-1.318540,1
483,0.325000,0.875000,4.166667,-0.982621,-1.116973,1
484,0.362500,0.937500,3.333333,-0.982399,-1.219978,1
485,0.400000,1.750000,4.791667,-0.731129,-1.318540,1
486,0.362500,0.687500,1.875000,-0.982212,-1.219978,1
487,0.400000,0.562500,0.416667,-0.714972,-1.273462,1
488,0.362500,1.000000,3.541667,-0.981420,-1.219978,1
489,0.325000,1.125000,5.000000,-0.979796,-1.116973,1
490,0.325000,1.187500,4.791667,-0.981157,-1.116151,1
491,0.362500,1.375000,4.791667,-0.978651,-1.219978,1
492,0.287500,0.750000,4.166667,-0.978861,-1.000454,1
493,0.325000,0.687500,3.125000,-0.976674,-1.116973,1
494,0.362500,1.250000,4.583333,-0.962026,-1.219978,1
495,0.325000,0.750000,3.541667,-0.972968,-1.116973,1
496,0.362500,1.000000,3.958333,-0.948945,-1.219978,1
497,0.362500,1.562500,4.791667,-0.959776,-1.219272,1
498,0.325000,0.500000,1.250000,-0.972302,-1.116973,1
499,0.362500,1.500000,5.000000,-0.932510,-1.219978,1
500,0.362500,1.062500,3.750000,-0.939680,-1.218512,1
501,0.287500,0.687500,3.750000,-0.971516,-1.000454,1
502,0.325000,1.312500,5.000000,-0.962348,-1.115388,1
503,0.362500,0.937500,3.750000,-0.924191,-1.219978,1
504,0.325000,0.562500,2.083333,-0.936631,-1.116973,1
505,0.287500,0.500000,1.875000,-0.951450,-1.000714,1
506,0.287500,0.687500,3.333333,-0.944657,-1.001145,1
507,0.362500,1.062500,4.166667,-0.920229,-1.219978,1
508,0.287500,0.562500,2.083333,-0.924981,-1.001744,1
509,0.325000,0.625000,2.708333,-0.924304,-1.116973,1
510,0.287500,0.812500,4.166667,-0.944404,-1.001145,1
511,0.362500,0.500000,0.625000,-0.891356,-1.219978,1
512,0.362500,0.812500,2.708333,-0.919996,-1.217724,1
513,0.287500,0.625000,2.708333,-0.922644,-1.001744,1
514,0.287500,0.500000,1.250000,-0.944193,-1.001145,1
515,0.362500,0.687500,2.500000,-0.865213,-1.219978,1
516,0.362500,1.125000,3.958333,-0.919971,-1.217724,1
517,0.287500,1.000000,5.000000,-0.944051,-1.001145,1
518,0.362500,0.750000,2.916667,-0.859015,-1.219978,1
519,0.362500,0.750000,2.291667,-0.899321,-1.216932,1
520,0.325000,0.812500,3.958333,-0.911064,-1.116973,1
521,0.287500,0.750000,3.750000,-0.942908,-1.001145,1
522,0.362500,0.875000,3.541667,-0.858786,-1.219978,1
523,0.362500,1.750000,5.000000,-0.899193,-1.216932,1
524,0.287500,0.562500,2.708333,-0.914626,-1.000714,1
525,0.362500,1.125000,4.375000,-0.826492,-1.219978,1
526,0.362500,1.312500,4.375000,-0.899017,-1.216932,1
527,0.287500,0.812500,4.583333,-0.910270,-1.000714,1
528,0.362500,0.562500,1.458333,-0.811512,-1.219978,1
529,0.287500,0.500000,1.041667,-0.864526,-1.004494,1
530,0.362500,1.812500,5.000000,-0.856670,-1.215435,1
531,0.287500,0.625000,3.333333,-0.899704,-1.000714,1
532,0.362500,0.625000,2.083333,-0.765511,-1.219978,1
533,0.287500,0.937500,4.583333,-0.844508,-1.005695,1
534,0.362500,1.437500,4.583333,-0.840975,-1.214780,1
535,0.362500,1.312500,4.791667,-0.728516,-1.219978,1
536,0.287500,0.625000,2.500000,-0.843536,-1.005695,1
537,0.362500,1.250000,4.166667,-0.819080,-1.214218,1
538,0.362500,0.812500,3.333333,-0.705893,-1.219978,1
539,0.362500,1.625000,4.791667,-0.819055,-1.214218,1
540,0.362500,1.500000,4.583333,-0.816467,-1.214218,1
541,0.325000,0.500000,1.458333,-0.815496,-1.116973,1
542,0.362500,1.375000,4.375000,-0.798272,-1.213767,1
543,0.287500,0.562500,1.875000,-0.811456,-1.008437,1
544,0.287500,0.750000,3.541667,-0.792945,-1.009946,1
545,0.287500,1.000000,4.791667,-0.775847,-1.011521,1
546,0.362500,1.875000,5.000000,-0.745238,-1.211274,1
547,0.287500,0.687500,3.125000,-0.811398,-1.008437,1
548,0.325000,1.000000,4.791667,-0.743976,-1.117831,1
549,0.362500,1.687500,4.791667,-0.743410,-1.211274,1
550,0.287500,0.812500,3.958333,-0.810280,-1.008437,1
551,0.325000,0.937500,4.583333,-0.743665,-1.117831,1
552,0.287500,0.875000,4.166667,-0.804542,-1.008437,1
553,0.325000,0.687500,3.333333,-0.736950,-1.117831,1
554,0.287500,1.062500,5.000000,-0.743510,-1.014790,1
555,0.287500,0.500000,2.083333,-0.758693,-1.000714,1
556,0.325000,0.562500,2.291667,-0.700240,-1.117831,1
557,0.287500,0.687500,3.958333,-0.718812,-1.000714,1
