Index,X_0,X_1,X_2,Fitness_0,Fitness_1,Critical
61,0.437500,0.750000,1.666667,-0.905005,-2.283038,1
62,0.812500,2.000000,1.875000,-0.951737,-2.230176,1
63,0.850000,1.937500,1.666667,-0.820063,-2.365919,1
64,0.775000,1.562500,1.666667,-0.973973,-2.103349,1
65,0.700000,1.812500,2.291667,-0.975745,-2.005051,1
66,0.737500,1.812500,2.083333,-0.975722,-2.076902,1
67,0.437500,0.687500,1.041667,-0.903351,-2.267062,1
68,0.812500,1.375000,1.250000,-0.937337,-2.230176,1
69,0.775000,1.750000,1.875000,-0.972951,-2.103349,1
70,0.700000,1.875000,2.291667,-0.974808,-2.005051,1
71,0.737500,1.875000,2.083333,-0.973393,-2.076902,1
72,0.812500,1.250000,1.041667,-0.917210,-2.230176,1
73,0.775000,1.375000,1.458333,-0.956621,-2.103349,1
74,0.737500,1.750000,2.083333,-0.966881,-2.076902,1
75,0.812500,1.500000,1.458333,-0.885872,-2.230176,1
76,0.775000,2.000000,2.083333,-0.954940,-2.103349,1
77,0.812500,1.062500,0.625000,-0.875466,-2.230176,1
78,0.775000,1.250000,1.250000,-0.928164,-2.103349,1
79,0.812500,1.687500,1.666667,-0.873441,-2.230176,1
80,0.775000,1.500000,1.666667,-0.901978,-2.103349,1
81,0.737500,2.000000,2.291667,-0.912086,-2.076902,1
82,0.812500,1.937500,1.875000,-0.819073,-2.230176,1
83,0.775000,1.687500,1.875000,-0.891286,-2.103349,1
84,0.700000,1.750000,2.291667,-0.869187,-2.005051,1
85,0.775000,1.937500,2.083333,-0.858216,-2.103084,1
86,0.512500,0.625000,0.208333,-0.855201,-2.093324,1
87,0.775000,1.125000,1.041667,-0.802124,-2.103084,1
88,0.737500,1.500000,1.875000,-0.842044,-2.076902,1
89,0.737500,1.687500,2.083333,-0.824187,-2.076902,1
