n_evals,cid
20,1
40,1
60,0.7216546046504883
80,0.5166089483772794
100,0.5108202099920238
120,0.5062142384757122
140,0.5017348485484526
160,0.5009055800967507
180,0.49605829344459806
200,0.49586834904065985
220,0.49454994934716084
240,0.49454994934716084
260,0.49454994934716084
280,0.49454994934716084
300,0.49454994934716084
320,0.49454994934716084
340,0.49454994934716084
360,0.49454994934716084
380,0.4945167763739632
400,0.4944241417895361
420,0.4944241417895361
440,0.49441958481942083
460,0.4942697507382511
480,0.4942697507382511
500,0.4937130255870782
520,0.4936960681788519
540,0.4936836866482769
560,0.4936510714655773
580,0.4935591544603057
600,0.49355766885181046
620,0.49355766885181046
640,0.4933339124171385
660,0.4933339124171385
680,0.4933324577627471
700,0.4933324577627471
720,0.49332809547672213
740,0.49332809547672213
760,0.49332809547672213
780,0.49332809547672213
800,0.49332809547672213
820,0.49332809547672213
840,0.49332809547672213
860,0.49332809547672213
880,0.4932788459205274
900,0.49327255538977377
920,0.49327255538977377
940,0.49303481851130637
960,0.4929244113702658
980,0.4929244113702658
1000,0.4929244113702658
