Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive
0,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
1,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
2,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
3,0.725087,1.742014,2.113589,-0.983058,-2.051217,-9.927637
4,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
5,0.725087,1.742014,2.113589,-0.983058,-2.051217,-9.927637
6,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
7,0.730046,1.716299,2.064551,-0.967994,-2.058522,-9.893952
8,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
9,0.725087,1.742014,2.113589,-0.983058,-2.051217,-9.927637
10,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
11,0.730046,1.716299,2.064551,-0.967994,-2.058522,-9.893952
12,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
13,0.725087,1.742014,2.113589,-0.983058,-2.051217,-9.927637
14,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
15,0.730046,1.716299,2.064551,-0.967994,-2.058522,-9.893952
16,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
17,0.725087,1.742014,2.113589,-0.983058,-2.051217,-9.927637
18,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
19,0.730046,1.717387,2.064551,-0.968122,-2.058522,-9.946108
20,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
21,0.725087,1.742014,2.113589,-0.983058,-2.051217,-9.927637
22,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
23,0.730046,1.717387,2.064551,-0.968122,-2.058522,-9.946108
24,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
25,0.725087,1.749344,2.126192,-0.981953,-2.051217,-10.767400
26,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
27,0.725087,1.742014,2.113589,-0.983058,-2.051217,-9.927637
28,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
29,0.730046,1.717387,2.064551,-0.968122,-2.058522,-9.946108
30,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
31,0.725087,1.749344,2.126192,-0.981953,-2.051217,-10.767400
32,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
33,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
34,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
35,0.730046,1.717387,2.064551,-0.968122,-2.058522,-9.946108
36,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
37,0.725087,1.749344,2.126192,-0.981953,-2.051217,-10.767400
38,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
39,0.726515,1.744053,2.113158,-0.983222,-2.051416,-10.616615
40,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
41,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
42,0.730046,1.717387,2.064551,-0.968122,-2.058522,-9.946108
43,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
44,0.725087,1.749344,2.126192,-0.981953,-2.051217,-10.767400
45,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
46,0.726515,1.744053,2.113158,-0.983222,-2.051416,-10.616615
47,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
48,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
49,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
50,0.725087,1.749344,2.126192,-0.981953,-2.051217,-10.767400
51,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
52,0.726515,1.744053,2.113158,-0.983222,-2.051416,-10.616615
53,0.730046,1.738811,2.064551,-0.968135,-2.058522,-10.007278
54,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
55,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
56,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
57,0.725087,1.749344,2.126192,-0.981953,-2.051217,-10.767400
58,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
59,0.726515,1.744053,2.113158,-0.983222,-2.051416,-10.616615
60,0.730046,1.738811,2.064551,-0.968135,-2.058522,-10.007278
61,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
62,0.724263,1.757492,2.115536,-0.987993,-2.051190,-9.466767
63,0.730046,1.738811,2.064551,-0.968135,-2.058522,-10.007278
64,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
65,0.725087,1.749344,2.126192,-0.981953,-2.051217,-10.767400
66,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
67,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
68,0.726515,1.744053,2.113158,-0.983222,-2.051416,-10.616615
69,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
70,0.730046,1.738811,2.064551,-0.968135,-2.058522,-10.007278
71,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
72,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
73,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
74,0.729564,1.759874,2.113158,-0.981831,-2.056932,-8.811107
75,0.726515,1.744053,2.113158,-0.983222,-2.051416,-10.616615
76,0.724263,1.757492,2.115536,-0.987993,-2.051190,-9.466767
77,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
78,0.730046,1.738811,2.064551,-0.968135,-2.058522,-10.007278
79,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
80,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
81,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
82,0.729564,1.759874,2.113158,-0.981831,-2.056932,-8.811107
83,0.726515,1.744053,2.113158,-0.983222,-2.051416,-10.616615
84,0.724263,1.757492,2.115536,-0.987993,-2.051190,-9.466767
85,0.463302,1.181674,2.524575,-0.930243,-2.752727,-8.672530
86,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
87,0.730046,1.738811,2.064551,-0.968135,-2.058522,-10.007278
88,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
89,0.729564,1.759874,2.113158,-0.981831,-2.056932,-8.811107
90,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
91,0.726515,1.744053,2.113158,-0.983222,-2.051416,-10.616615
92,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
93,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
94,0.730046,1.738811,2.064551,-0.968135,-2.058522,-10.007278
95,0.463302,1.181674,2.524575,-0.930243,-2.752727,-8.672530
96,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
97,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
98,0.729564,1.759874,2.113158,-0.981831,-2.056932,-8.811107
99,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
100,0.726515,1.744053,2.113158,-0.983222,-2.051416,-10.616615
101,0.726515,1.744053,2.099032,-0.985404,-2.051416,-8.635385
102,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
103,0.730046,1.738811,2.064551,-0.968135,-2.058522,-10.007278
104,0.463302,1.181674,2.524575,-0.930243,-2.752727,-8.672530
105,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
106,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
107,0.729564,1.759874,2.113158,-0.981831,-2.056932,-8.811107
108,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
109,0.726515,1.744053,2.113158,-0.983222,-2.051416,-10.616615
110,0.726515,1.744053,2.099032,-0.985404,-2.051416,-8.635385
111,0.730046,1.738811,2.064551,-0.968135,-2.058522,-10.007278
112,0.463302,1.181674,2.524575,-0.930243,-2.752727,-8.672530
113,0.729564,1.759874,2.113158,-0.981831,-2.056932,-8.811107
114,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
115,0.729226,1.759874,2.113158,-0.996761,-2.055867,-9.190892
116,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
117,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
118,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
119,0.726515,1.744053,2.113158,-0.983222,-2.051416,-10.616615
120,0.730046,1.738811,2.064551,-0.968135,-2.058522,-10.007278
121,0.729564,1.759874,2.113158,-0.981831,-2.056932,-8.811107
122,0.463302,1.181674,2.524575,-0.930243,-2.752727,-8.672530
123,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
124,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
125,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
126,0.729226,1.759718,2.115630,-0.996726,-2.055867,-9.358315
127,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
128,0.463302,1.181674,2.524575,-0.930243,-2.752727,-8.672530
129,0.730046,1.738811,2.064551,-0.968135,-2.058522,-10.007278
130,0.725087,1.757492,2.115536,-0.984580,-2.051217,-9.893952
131,0.823349,0.955514,0.266427,-0.902514,-2.655431,-10.130470
132,0.724298,1.749453,2.115536,-0.991343,-2.051185,-10.379363
133,0.729226,1.759718,2.115630,-0.996726,-2.055867,-9.358315
134,0.726017,1.651938,2.064546,-0.916307,-2.051384,-10.767400
135,0.726017,1.650650,2.064551,-0.913120,-2.051384,-10.858530
136,0.729564,1.759874,2.102147,-0.982911,-2.056932,-10.130470
137,0.463302,1.181674,2.524575,-0.930243,-2.752727,-8.672530
