Attribute,Value
Number Critical Scenarios,452
Number Critical Scenarios (duplicate free),146
Number All Scenarios,1000
Number All Scenarios (duplicate free),354
Number Best Critical Scenarios,176
Number Best Critical Scenarios (duplicate free),33
Number Best Scenarios,245
Number Best Scenarios (duplicate free),51
Ratio Critical/All scenarios,0.45
Ratio Critical/All scenarios (duplicate free),0.41
Ratio Best Critical/Best Scenarios,0.72
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.920211  0.80659 ]
Input value of critical (first of population of interest),[-7.527142  3.402142  4.014965]
