Attribute,Value
Number Critical Scenarios,397
Number Critical Scenarios (duplicate free),119
Number All Scenarios,1000
Number All Scenarios (duplicate free),289
Number Best Critical Scenarios,118
Number Best Critical Scenarios (duplicate free),29
Number Best Scenarios,274
Number Best Scenarios (duplicate free),46
Ratio Critical/All scenarios,0.40
Ratio Critical/All scenarios (duplicate free),0.41
Ratio Best Critical/Best Scenarios,0.43
Ratio Best Critical/Best Scenarios (duplicate free),0.63
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999943  0.813777]
Input value of critical (first of population of interest),[-3.900706 -3.787231  6.242855]
