Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.774267,0.957530,0.562792,-0.941998,-2.663090
1,0.450600,0.690190,0.826681,-0.970256,-2.435124
2,0.878035,0.974880,0.143031,-0.912471,-2.964818
3,0.898466,0.982273,0.132153,-0.946401,-2.866186
4,0.722090,1.810751,2.142134,-0.987867,-2.050990
5,0.789166,1.313277,1.279574,-0.952727,-2.138186
6,0.493055,0.822763,1.399842,-0.912673,-2.586106
7,0.544828,0.848435,1.255216,-0.974748,-2.592707
8,0.809347,1.721162,1.674371,-0.981686,-2.217351
9,0.589593,0.662422,0.135170,-0.923047,-2.100630
