run,RS,NSGA-II-D,NSGA-II
1,0.14519578151192286,0.21549196194936482,0.3447841679541409
2,0.15356861858742973,0.3631436508167127,0.41597407328458963
3,0.1512033856466853,0.263386741495765,0.3387667289989967
4,0.1787769395107043,0.3237756669233123,0.33995771046166245
5,0.18469674780303771,0.26702155302735314,0.37241606632142643
6,0.17898539863120322,0.241229807311623,0.6390875900542866
7,0.14913355239632528,0.2302571466830566,0.36889322238144656
8,0.15303562302116636,0.4252585507174626,0.5741823445749925
9,0.14413710479165118,0.26318003067891993,0.4399748619112528
10,0.14933760528469822,0.3311065637432234,0.4143296562408287
