Attribute,Value
Number Critical Scenarios,712
Number Critical Scenarios (duplicate free),202
Number All Scenarios,1000
Number All Scenarios (duplicate free),326
Number Best Critical Scenarios,15
Number Best Critical Scenarios (duplicate free),15
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.71
Ratio Critical/All scenarios (duplicate free),0.62
Ratio Best Critical/Best Scenarios,0.75
Ratio Best Critical/Best Scenarios (duplicate free),0.75
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99489892  0.81057119]
Input value of critical (first of population of interest),[-4.55283883  4.40698832  3.3048166 ]
