Attribute,Value
Number Critical Scenarios,912
Number Critical Scenarios (duplicate free),306
Number All Scenarios,1000
Number All Scenarios (duplicate free),363
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.91
Ratio Critical/All scenarios (duplicate free),0.84
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.77501166  0.78415432]
Input value of critical (first of population of interest),[ 5.52194508 -6.70098277 11.76492051]
