Attribute,Value
Number Critical Scenarios,89
Number Critical Scenarios (duplicate free),89
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,18
Number Best Scenarios (duplicate free),18
Ratio Critical/All scenarios,0.09
Ratio Critical/All scenarios (duplicate free),0.09
Ratio Best Critical/Best Scenarios,0.56
Ratio Best Critical/Best Scenarios (duplicate free),0.56
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99999833  0.81034447  0.        ]
Input value of critical (first of population of interest),[-0.32820244  6.77032434  3.86336954]
