Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.468220,0.710387,0.694073,-0.952263,-2.448420
1,0.468220,0.710387,0.694073,-0.952263,-2.448420
2,0.468220,0.710387,0.694073,-0.952263,-2.448420
3,0.468220,0.710387,0.694073,-0.952263,-2.448420
4,0.468220,0.710387,0.693620,-0.952263,-2.448420
5,0.468220,0.710387,0.694073,-0.952263,-2.448420
6,0.468220,0.710387,0.693620,-0.952263,-2.448420
7,0.468220,0.710387,0.694073,-0.952263,-2.448420
8,0.468220,0.710387,0.693620,-0.952263,-2.448420
9,0.421571,0.663715,0.693099,-0.962757,-2.343287
10,0.468220,0.710387,0.694073,-0.952263,-2.448420
11,0.468220,0.710387,0.693620,-0.952263,-2.448420
12,0.421571,0.663715,0.693099,-0.962757,-2.343287
13,0.468220,0.710387,0.694073,-0.952263,-2.448420
14,0.468220,0.710387,0.693620,-0.952263,-2.448420
15,0.421571,0.659646,0.693099,-0.965079,-2.343287
16,0.421571,0.663715,0.693099,-0.962757,-2.343287
17,0.468220,0.710387,0.694073,-0.952263,-2.448420
18,0.468220,0.710387,0.693620,-0.952263,-2.448420
19,0.419230,0.663715,0.693099,-0.978160,-2.366995
20,0.421571,0.659646,0.693099,-0.965079,-2.343287
21,0.421571,0.663715,0.693099,-0.962757,-2.343287
22,0.468220,0.710387,0.694073,-0.952263,-2.448420
23,0.468220,0.710387,0.693620,-0.952263,-2.448420
24,0.419230,0.663715,0.693099,-0.978160,-2.366995
25,0.421571,0.659646,0.693099,-0.965079,-2.343287
26,0.421571,0.663715,0.693099,-0.962757,-2.343287
27,0.468220,0.710387,0.694073,-0.952263,-2.448420
28,0.468220,0.710387,0.693620,-0.952263,-2.448420
29,0.419230,0.663715,0.693099,-0.978160,-2.366995
30,0.562259,0.735386,0.073446,-0.935156,-2.612784
31,0.421571,0.659646,0.693099,-0.965079,-2.343287
32,0.421571,0.663715,0.693099,-0.962757,-2.343287
33,0.468220,0.710387,0.694073,-0.952263,-2.448420
34,0.468220,0.710387,0.693620,-0.952263,-2.448420
35,0.419230,0.663715,0.693099,-0.978160,-2.366995
36,0.562259,0.735386,0.073446,-0.935156,-2.612784
37,0.421571,0.659646,0.693099,-0.965079,-2.343287
38,0.421571,0.663715,0.693099,-0.962757,-2.343287
39,0.468220,0.710387,0.694073,-0.952263,-2.448420
40,0.468220,0.710387,0.693620,-0.952263,-2.448420
41,0.419230,0.663715,0.693099,-0.978160,-2.366995
42,0.562259,0.735386,0.073446,-0.935156,-2.612784
43,0.421571,0.659646,0.693099,-0.965079,-2.343287
44,0.421571,0.663715,0.693099,-0.962757,-2.343287
45,0.419230,0.663715,0.693099,-0.978160,-2.366995
46,0.468220,0.709829,0.694073,-0.953920,-2.448420
47,0.684062,0.860412,0.362603,-0.945332,-2.939264
48,0.418970,0.663715,0.940173,-0.966825,-2.354519
49,0.468220,0.710387,0.694073,-0.952263,-2.448420
50,0.468220,0.710387,0.693620,-0.952263,-2.448420
51,0.562259,0.735149,0.073446,-0.937005,-2.612784
52,0.421571,0.659646,0.693099,-0.965079,-2.343287
53,0.684062,0.860412,0.362603,-0.945332,-2.939264
54,0.562259,0.735149,0.089445,-0.966971,-2.610985
55,0.419230,0.660461,0.693099,-0.997880,-2.389109
56,0.562259,0.735149,0.073446,-0.937005,-2.612784
57,0.468220,0.709829,0.694073,-0.953920,-2.448420
58,0.419230,0.663715,0.693099,-0.978160,-2.366995
59,0.468220,0.710387,0.694073,-0.952263,-2.448420
60,0.418970,0.663715,0.940173,-0.966825,-2.354519
61,0.684062,0.860412,0.362603,-0.945332,-2.939264
62,0.419230,0.660461,0.693099,-0.997880,-2.389109
63,0.562910,0.735149,0.141106,-0.985691,-2.613498
64,0.562259,0.735149,0.089445,-0.966971,-2.610985
65,0.562259,0.735149,0.073446,-0.937005,-2.612784
66,0.419230,0.663715,0.693099,-0.978160,-2.366995
67,0.447141,0.660461,0.512872,-0.974765,-2.438264
68,0.468220,0.710387,0.779557,-0.956121,-2.448420
69,0.684062,0.860412,0.362603,-0.945332,-2.939264
70,0.419230,0.660461,0.693099,-0.997880,-2.389109
71,0.562910,0.735149,0.141106,-0.985691,-2.613498
72,0.681790,0.860843,0.362603,-0.925624,-2.937854
73,0.562259,0.735149,0.089445,-0.966971,-2.610985
74,0.419230,0.663715,0.693099,-0.978160,-2.366995
75,0.447141,0.660461,0.512872,-0.974765,-2.438264
76,0.469319,0.710387,0.775700,-0.974285,-2.464716
77,0.562259,0.734986,0.073446,-0.938251,-2.612784
78,0.468220,0.710387,0.779557,-0.956121,-2.448420
79,0.562259,0.735149,0.073446,-0.937005,-2.612784
80,0.684062,0.860412,0.362603,-0.945332,-2.939264
81,0.419230,0.660461,0.693099,-0.997880,-2.389109
82,0.562910,0.735149,0.141106,-0.985691,-2.613498
83,0.681790,0.860843,0.362603,-0.925624,-2.937854
84,0.562259,0.735149,0.089445,-0.966971,-2.610985
85,0.419230,0.663715,0.693099,-0.978160,-2.366995
86,0.447141,0.660461,0.512872,-0.974765,-2.438264
87,0.469319,0.710387,0.775700,-0.974285,-2.464716
88,0.562259,0.733935,0.073446,-0.945624,-2.612784
89,0.562259,0.734986,0.073446,-0.938251,-2.612784
90,0.468220,0.710387,0.779557,-0.956121,-2.448420
