Attribute,Value
Number Critical Scenarios,825
Number Critical Scenarios (duplicate free),164
Number All Scenarios,1000
Number All Scenarios (duplicate free),221
Number Best Critical Scenarios,18
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.82
Ratio Critical/All scenarios (duplicate free),0.74
Ratio Best Critical/Best Scenarios,0.90
Ratio Best Critical/Best Scenarios (duplicate free),0.90
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.64191103  0.76524175  0.        ]
Input value of critical (first of population of interest),[-1.37561087  4.96043052  2.89574349]
