run,RS,NSGA-II-D,NSGA-II
1,0.18520199133391632,0.30130803245943377,0.5190811579946994
2,0.18728065486861703,0.2821348154337004,0.32839408807665404
3,0.1713019144654111,0.25059268746394187,0.34205327234521554
4,0.16846518963894117,0.3204376231565059,0.524273440608378
5,0.18968901096344018,0.263532369094805,0.5086128002959361
6,0.1729895046024152,0.2524098309611004,0.4064542477179451
7,0.1798296203051341,0.2700690699825866,0.39529021321462704
8,0.16059561470193878,0.35128284562208484,0.5158783242539705
9,0.17874092753594428,0.24425749452052795,0.5083728502671271
10,0.17948709314530034,0.2857857674242312,0.2933759085792765
