Attribute,Value
Number Critical Scenarios,437
Number Critical Scenarios (duplicate free),109
Number All Scenarios,1000
Number All Scenarios (duplicate free),256
Number Best Critical Scenarios,209
Number Best Critical Scenarios (duplicate free),26
Number Best Scenarios,413
Number Best Scenarios (duplicate free),45
Ratio Critical/All scenarios,0.44
Ratio Critical/All scenarios (duplicate free),0.43
Ratio Best Critical/Best Scenarios,0.51
Ratio Best Critical/Best Scenarios (duplicate free),0.58
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.990198  0.788361  0.      ]
Input value of critical (first of population of interest),[-4.554206 -0.225583  0.881674]
