Attribute,Value
Number Critical Scenarios,285
Number Critical Scenarios (duplicate free),62
Number All Scenarios,1000
Number All Scenarios (duplicate free),244
Number Best Critical Scenarios,5
Number Best Critical Scenarios (duplicate free),5
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.28
Ratio Critical/All scenarios (duplicate free),0.25
Ratio Best Critical/Best Scenarios,0.25
Ratio Best Critical/Best Scenarios (duplicate free),0.25
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.7790789   0.83175003 -6.24549927]
Input value of critical (first of population of interest),[ 7.55062407 -2.17864238 15.45897071]
