Attribute,Value
Number Critical Scenarios,708
Number Critical Scenarios (duplicate free),235
Number All Scenarios,1000
Number All Scenarios (duplicate free),347
Number Best Critical Scenarios,149
Number Best Critical Scenarios (duplicate free),37
Number Best Scenarios,245
Number Best Scenarios (duplicate free),53
Ratio Critical/All scenarios,0.71
Ratio Critical/All scenarios (duplicate free),0.68
Ratio Best Critical/Best Scenarios,0.61
Ratio Best Critical/Best Scenarios (duplicate free),0.70
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.781595]
Input value of critical (first of population of interest),[ 7.061067 -5.10975   1.81053 ]
