Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,4.314435,3.637033,4.013872,-0.991840,0.756340,0.000000,1
1,-0.080253,-3.871773,3.776955,0.852591,0.743544,0.000000,0
2,1.102395,-2.084747,2.808898,-0.355611,0.761590,0.000000,0
3,-1.066590,4.171278,18.479624,0.986289,0.741887,0.000000,0
4,-0.467044,2.727691,9.079253,0.928365,0.724739,0.000000,0
5,-7.508426,-3.668687,17.357704,-0.819421,0.754498,0.000000,0
6,-3.144010,-1.028654,5.901173,0.466794,0.776373,0.000000,0
7,-0.254532,1.469462,5.461476,-0.698328,0.760271,0.000000,0
8,-6.538024,6.660265,15.859225,-0.763608,0.682864,0.000000,0
9,-7.736365,-5.283334,9.590153,-0.898815,0.759274,0.000000,0
10,-7.686807,4.887201,9.285705,-0.852217,0.700300,0.000000,0
11,-6.023552,-0.202674,4.189244,-0.930350,0.801627,0.000000,0
12,0.343965,6.533015,8.119316,-0.999964,0.766002,0.000000,1
13,-4.104316,-3.040642,16.935314,-0.671613,0.753041,0.000000,0
14,5.996022,3.635241,16.508953,0.786981,0.792596,0.000000,0
15,-3.585339,-3.553976,12.798108,-0.961615,0.721949,0.000000,1
16,-5.139478,0.511404,4.371411,-0.306196,0.804278,0.000000,0
17,6.519363,-4.843307,17.533956,-0.874665,0.759751,0.000000,0
18,5.001336,7.847476,4.139151,-0.999183,0.759964,0.000000,1
19,-7.563348,-6.167154,5.803868,-0.800834,0.732473,0.000000,0
20,1.082639,-4.170063,17.530685,-0.580008,0.734855,0.000000,0
21,-6.094880,3.616276,8.976124,0.560851,0.739509,0.000000,0
22,-2.048228,3.552431,1.341046,-0.991103,0.752430,0.000000,1
23,1.027800,4.425077,15.681079,0.906986,0.789122,0.000000,0
24,-0.830435,-5.141796,8.880562,-0.202856,0.807161,0.000000,0
25,-6.074796,-1.860274,7.470254,0.817203,0.718473,0.000000,0
26,-3.654323,4.965457,15.954156,0.864553,0.712045,0.000000,0
27,-0.998064,3.305067,12.575630,-0.388580,0.761924,0.000000,0
28,-1.275021,-4.580800,0.002079,-0.999968,0.776383,0.000000,1
29,1.357614,5.623980,16.715263,0.916516,0.811208,0.000000,0
30,5.625686,-6.218985,8.609416,-0.998816,0.787863,0.000000,1
31,1.792648,6.468207,3.759443,-0.990426,0.755821,0.000000,1
32,1.045423,-1.549920,16.328376,0.215228,0.771176,0.000000,0
33,-2.731743,4.926456,7.502843,-0.022438,0.753967,0.000000,0
34,-2.834229,-7.350003,2.745702,0.920504,0.788391,0.000000,0
35,6.057094,-7.030069,2.436317,-0.929107,0.794118,0.000000,0
36,-7.588047,-1.078066,13.693679,-0.825042,0.717343,0.000000,0
37,1.428374,-1.356749,1.986345,-0.820743,0.766782,0.000000,0
38,-0.451704,3.171674,13.052795,-0.472263,0.755621,0.000000,0
39,-0.530925,-0.286814,6.879642,-0.184418,0.755128,0.000000,0
40,6.196768,3.119104,5.683284,-0.117187,0.718389,0.000000,0
41,-0.484483,5.349314,4.972756,-0.803978,0.733751,0.000000,0
42,5.589785,7.712291,5.446304,-0.991071,0.752317,0.000000,1
43,-2.626760,-3.591324,17.822479,-0.956505,0.703056,0.000000,1
44,7.319332,3.645229,13.014548,-0.999765,0.768180,0.000000,1
45,5.470632,6.337612,2.867809,-0.999463,0.700620,0.000000,1
46,-0.686924,-2.102641,10.177875,0.265269,0.782633,0.000000,0
47,0.033183,6.049395,11.136630,0.709018,0.728448,0.000000,0
48,1.345047,-3.534164,0.359841,-0.999681,0.762918,0.000000,1
49,5.944280,4.142173,18.257035,-0.908585,0.785688,0.000000,0
50,2.672668,0.292034,6.315580,-0.554400,0.741774,0.000000,0
51,4.006646,5.407019,7.958509,0.282138,0.703902,0.000000,0
52,7.915415,3.536316,14.599762,-0.122621,0.816471,0.000000,0
53,6.991290,-5.595814,15.538046,0.561244,0.812817,0.000000,0
