Attribute,Value
Number Critical Scenarios,288
Number Critical Scenarios (duplicate free),288
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,13
Number Best Scenarios (duplicate free),13
Ratio Critical/All scenarios,0.29
Ratio Critical/All scenarios (duplicate free),0.29
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99998564  0.78003374  0.        ]
Input value of critical (first of population of interest),[-5.77323046  0.25616042  2.98701601]
