run,RS,NSGA-II-D,NSGA-II
1,0.20595287467908346,0.280550042762721,0.411682001804583
2,0.1991426694103325,0.4042659020419977,0.5327406008920859
3,0.19392095276850077,0.3711814764883523,0.3767837383890566
4,0.1899252660447656,0.36473429626523807,0.4386423239709447
5,0.20174433860148963,0.34049017952396393,0.3612693512778929
6,0.1897889151475203,0.2702171950137949,0.7916467760694416
7,0.21242411288561844,0.28721292900329737,0.37297193251063826
8,0.2431405774713461,0.4456227966099255,0.9768274979461279
9,0.20355307179551982,0.27569671891961683,0.46261838968379226
10,0.19335440467372522,0.3106576901351346,0.413966259767036
