RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.40358213082282723,0.0945900546802021,100.0,0.46576969916866107,0.09879596649578393,100.0,0.6193607603597295,0.21692495527470967
200.0,0.3035456123874417,0.0366959816686739,200.0,0.40861387940963956,0.06850692320945435,200.0,0.5800896373350338,0.2285672463385541
300.0,0.28105013640511806,0.028758839604482,300.0,0.3807439401156591,0.05760338717020053,300.0,0.5576968463530025,0.2196534736137256
400.0,0.25807196273127,0.02297662656565824,400.0,0.37501936501987776,0.054808257078701815,400.0,0.542906160448124,0.21975862207702862
500.0,0.2430489101658151,0.025717540417765947,500.0,0.3624029785501859,0.05314916254887965,500.0,0.5307520171859278,0.20461273993200385
600.0,0.2311246555395571,0.020107263227702885,600.0,0.35441324071806185,0.0567527210006136,600.0,0.5290433828614578,0.2056681798785078
700.0,0.22323616677281496,0.01766785699161583,700.0,0.35008888717617187,0.05891102277325716,700.0,0.5225664577143337,0.20448424063905707
800.0,0.21585613520963398,0.0167712662910173,800.0,0.34256863482849353,0.05787034865199104,800.0,0.5190810167252178,0.20523382315373037
900.0,0.21013822734846874,0.015978096184978627,900.0,0.3372985012174621,0.05872401692571391,900.0,0.5146618301578061,0.20591651266229302
1000.0,0.20329471834779017,0.015796062643320914,1000.0,0.3350629226764042,0.06038132476671735,1000.0,0.5139148872311599,0.20615167104748455
