Attribute,Value
Number Critical Scenarios,959
Number Critical Scenarios (duplicate free),277
Number All Scenarios,1000
Number All Scenarios (duplicate free),315
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.96
Ratio Critical/All scenarios (duplicate free),0.88
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.76386327  0.78880845]
Input value of critical (first of population of interest),[-7.79601914 -0.47446445  1.42674502]
