Attribute,Value
Number Critical Scenarios,139
Number Critical Scenarios (duplicate free),41
Number All Scenarios,1000
Number All Scenarios (duplicate free),247
Number Best Critical Scenarios,81
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,350
Number Best Scenarios (duplicate free),44
Ratio Critical/All scenarios,0.14
Ratio Critical/All scenarios (duplicate free),0.17
Ratio Best Critical/Best Scenarios,0.23
Ratio Best Critical/Best Scenarios (duplicate free),0.41
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99699   0.824997 -2.188302]
Input value of critical (first of population of interest),[-6.797364  6.957409  3.773841]
