n_evals,cid
40,1
80,1
120,1
160,0.6826277289741973
200,0.6826277289741973
240,0.5492310497485653
280,0.5492310497485653
320,0.5492310497485653
360,0.5492310497485653
400,0.5452785746693892
440,0.5452643912513215
480,0.5447001726087095
520,0.5447001726087095
560,0.49424451756987053
600,0.494039216172858
640,0.4838277512111819
680,0.4632116993763168
720,0.4631486723817539
760,0.4604723951673424
800,0.45456430814955046
840,0.45450810614555076
880,0.4545035725023139
920,0.4545035725023139
960,0.4545035725023139
1000,0.4545035725023139
1040,0.4545035725023139
1080,0.4545035725023139
1120,0.4545035725023139
1160,0.4545035725023139
1200,0.4545035725023139
1240,0.45398518188780407
1280,0.45398518188780407
1320,0.4538148322517333
1360,0.4538148322517333
1400,0.45377052575294174
1440,0.45377052575294174
1480,0.45377052575294174
1520,0.45377052575294174
1560,0.45342411815527917
1600,0.45342411815527917
1640,0.45342411815527917
1680,0.45342411815527917
1720,0.45342411815527917
1760,0.45342411815527917
1800,0.45342411815527917
1840,0.45342411815527917
1880,0.45342411815527917
1920,0.45256402972800375
1960,0.45256402972800375
2000,0.45256402972800375
