Attribute,Value
Number Critical Scenarios,528
Number Critical Scenarios (duplicate free),139
Number All Scenarios,1000
Number All Scenarios (duplicate free),316
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.53
Ratio Critical/All scenarios (duplicate free),0.44
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99998999  0.85085091]
Input value of critical (first of population of interest),[ 0.91948616 -6.2718271   2.16548176]
