Attribute,Value
Number Critical Scenarios,257
Number Critical Scenarios (duplicate free),71
Number All Scenarios,1000
Number All Scenarios (duplicate free),202
Number Best Critical Scenarios,117
Number Best Critical Scenarios (duplicate free),21
Number Best Scenarios,635
Number Best Scenarios (duplicate free),56
Ratio Critical/All scenarios,0.26
Ratio Critical/All scenarios (duplicate free),0.35
Ratio Best Critical/Best Scenarios,0.18
Ratio Best Critical/Best Scenarios (duplicate free),0.38
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.757472  0.838166  0.      ]
Input value of critical (first of population of interest),[ 5.630694 -0.098839 14.891672]
