Attribute,Value
Number Critical Scenarios,451
Number Critical Scenarios (duplicate free),90
Number All Scenarios,1000
Number All Scenarios (duplicate free),200
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.45
Ratio Critical/All scenarios (duplicate free),0.45
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99999493  0.82930857 -3.89747363]
Input value of critical (first of population of interest),[-1.8109799   7.57125696  4.03676055]
