Attribute,Value
Number Critical Scenarios,384
Number Critical Scenarios (duplicate free),384
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,16
Number Best Critical Scenarios (duplicate free),16
Number Best Scenarios,16
Number Best Scenarios (duplicate free),16
Ratio Critical/All scenarios,0.38
Ratio Critical/All scenarios (duplicate free),0.38
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.          0.75947713  0.        ]
Input value of critical (first of population of interest),[-4.53326574  5.62136505  3.36765601]
