run,RS,NSGA-II-D,NSGA-II
1,0.08999744965659735,0.19839223420332436,0.2247025340390851
2,0.09182631506634541,0.2005402035967102,0.2598439664593929
3,0.08849605539915005,0.17288467015658907,0.24548799360090648
4,0.09359286798362497,0.2004304759294587,0.32973114458100383
5,0.0891697188057101,0.1558192883763252,0.2779258485553054
6,0.09010689226000165,0.21629387451725782,0.32331456384310525
7,0.10488935542860751,0.1693992049050538,0.22756119012716372
8,0.08871987051515899,0.22717049767515143,0.2640570067604626
9,0.0917278780251825,0.16506124138372202,0.27372531631236346
10,0.09753378640147552,0.16020475865192213,0.30955896642439207
