Attribute,Value
Number Critical Scenarios,349
Number Critical Scenarios (duplicate free),132
Number All Scenarios,1000
Number All Scenarios (duplicate free),351
Number Best Critical Scenarios,6
Number Best Critical Scenarios (duplicate free),6
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.35
Ratio Critical/All scenarios (duplicate free),0.38
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99394071  0.83882869]
Input value of critical (first of population of interest),[ 5.3281806  -5.77768797  1.83254661]
