Attribute,Value
Number Critical Scenarios,749
Number Critical Scenarios (duplicate free),212
Number All Scenarios,1000
Number All Scenarios (duplicate free),324
Number Best Critical Scenarios,16
Number Best Critical Scenarios (duplicate free),16
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.75
Ratio Critical/All scenarios (duplicate free),0.65
Ratio Best Critical/Best Scenarios,0.80
Ratio Best Critical/Best Scenarios (duplicate free),0.80
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.98109972  0.80608346]
Input value of critical (first of population of interest),[ 3.03858737 -3.52351282  2.3488083 ]
