Attribute,Value
Number Critical Scenarios,323
Number Critical Scenarios (duplicate free),100
Number All Scenarios,1000
Number All Scenarios (duplicate free),232
Number Best Critical Scenarios,146
Number Best Critical Scenarios (duplicate free),25
Number Best Scenarios,520
Number Best Scenarios (duplicate free),54
Ratio Critical/All scenarios,0.32
Ratio Critical/All scenarios (duplicate free),0.43
Ratio Best Critical/Best Scenarios,0.28
Ratio Best Critical/Best Scenarios (duplicate free),0.46
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.834959  0.714472  0.      ]
Input value of critical (first of population of interest),[-3.176288 -1.262756 14.529597]
