RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.37527731262486924,0.0874981840048021,100.0,0.5073745116315673,0.07774651377559125,100.0,0.5291825775457806,0.12258721913528225
200.0,0.26632048245704365,0.05090847934564739,200.0,0.4068238281518065,0.07660572344901465,200.0,0.4661745611419594,0.07908436463807324
300.0,0.22515115576478867,0.03479708911948287,300.0,0.3876196329990341,0.0662146744463259,300.0,0.4551240629774478,0.06638300008301443
400.0,0.19799685928587835,0.02046623290049092,400.0,0.36622378853053555,0.056367993756018114,400.0,0.44826811999033706,0.06920565436118382
500.0,0.18157094667041243,0.010075887266068692,500.0,0.3486925148481967,0.05634177792424634,500.0,0.44636164416982693,0.06853434459819921
600.0,0.17115795259577243,0.007043815206659276,600.0,0.3263668074221969,0.04967080029888731,600.0,0.44495056117410225,0.06799228331861823
700.0,0.16367928898870582,0.007143074270602588,700.0,0.31131163678656193,0.04873820270791452,700.0,0.4427252677705639,0.06881227287235274
800.0,0.1552687485283049,0.004258431803146696,800.0,0.297601390778313,0.04569244757810865,800.0,0.44193713145038727,0.0686050613779394
900.0,0.15054572106563593,0.004940761669362288,900.0,0.29243064501282634,0.04864510869039776,900.0,0.44063492664020326,0.06937283677240785
1000.0,0.14601738980914772,0.005165491642822613,1000.0,0.2886009832314067,0.05228834556610991,1000.0,0.435828577505675,0.07615824735688427
