run,RS,NSGA-II-D,NSGA-II
1,0.14056059772685592,0.23904634115702134,0.4527424780693944
2,0.14708724417499366,0.22237054537499587,0.3851475804353662
3,0.15239911435350112,0.36256703250340455,0.47456413757885013
4,0.13896484201325368,0.32211252795363826,0.5086617433296411
5,0.14897195860186102,0.24870641311776,0.5330554328488767
6,0.15132619256488553,0.3258399145244587,0.4721478370726305
7,0.14785088100887742,0.3572465595934948,0.3175368898824231
8,0.14031313595901615,0.22961703126396069,0.37713547165847555
9,0.1511312025767659,0.28914498548794165,0.33575985830491084
10,0.14156872911146676,0.2893584813373914,0.5015343458761818
