Attribute,Value
Number Critical Scenarios,378
Number Critical Scenarios (duplicate free),67
Number All Scenarios,1000
Number All Scenarios (duplicate free),204
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.38
Ratio Critical/All scenarios (duplicate free),0.33
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.40
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99999994  0.86363551 -6.80152665]
Input value of critical (first of population of interest),[ 5.4770912  -7.18476862  4.33042172]
