Attribute,Value
Number Critical Scenarios,757
Number Critical Scenarios (duplicate free),144
Number All Scenarios,1000
Number All Scenarios (duplicate free),184
Number Best Critical Scenarios,15
Number Best Critical Scenarios (duplicate free),15
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.76
Ratio Critical/All scenarios (duplicate free),0.78
Ratio Best Critical/Best Scenarios,0.75
Ratio Best Critical/Best Scenarios (duplicate free),0.75
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.82939649  0.73292054  0.        ]
Input value of critical (first of population of interest),[-0.33546718  1.5805148  20.26508645]
