Attribute,Value
Number Critical Scenarios,509
Number Critical Scenarios (duplicate free),118
Number All Scenarios,1000
Number All Scenarios (duplicate free),189
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.51
Ratio Critical/All scenarios (duplicate free),0.62
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.35
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.57809329  0.7770132  -1.83048561]
Input value of critical (first of population of interest),[-0.46807986  5.94691081 17.79573096]
