Attribute,Value
Number Critical Scenarios,678
Number Critical Scenarios (duplicate free),176
Number All Scenarios,1000
Number All Scenarios (duplicate free),323
Number Best Critical Scenarios,239
Number Best Critical Scenarios (duplicate free),35
Number Best Scenarios,284
Number Best Scenarios (duplicate free),44
Ratio Critical/All scenarios,0.68
Ratio Critical/All scenarios (duplicate free),0.54
Ratio Best Critical/Best Scenarios,0.84
Ratio Best Critical/Best Scenarios (duplicate free),0.80
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999848  0.771678]
Input value of critical (first of population of interest),[ 5.343533 -4.263489 14.954426]
