Attribute,Value
Number Critical Scenarios,854
Number Critical Scenarios (duplicate free),164
Number All Scenarios,1000
Number All Scenarios (duplicate free),195
Number Best Critical Scenarios,17
Number Best Critical Scenarios (duplicate free),17
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.85
Ratio Critical/All scenarios (duplicate free),0.84
Ratio Best Critical/Best Scenarios,0.85
Ratio Best Critical/Best Scenarios (duplicate free),0.85
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99486768  0.66983562  0.        ]
Input value of critical (first of population of interest),[2.4645479  5.09870419 3.55061709]
