Attribute,Value
Number Critical Scenarios,147
Number Critical Scenarios (duplicate free),38
Number All Scenarios,1000
Number All Scenarios (duplicate free),270
Number Best Critical Scenarios,99
Number Best Critical Scenarios (duplicate free),14
Number Best Scenarios,523
Number Best Scenarios (duplicate free),70
Ratio Critical/All scenarios,0.15
Ratio Critical/All scenarios (duplicate free),0.14
Ratio Best Critical/Best Scenarios,0.19
Ratio Best Critical/Best Scenarios (duplicate free),0.20
Iteration first critical found,5
Fitness value of critical (first of population of interest),[-0.997741  0.828844 -0.901364]
Input value of critical (first of population of interest),[ 3.5156   -5.530948  3.551906]
