RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.31721752268965664,0.08359001147677972,100.0,0.46352524536695705,0.09101875309593836,100.0,0.4991547840057625,0.10353702227723838
200.0,0.2403647022433856,0.04365827394524876,200.0,0.38940091840216007,0.07540788985368194,200.0,0.4513172749556033,0.0712971753068333
300.0,0.20164293572854378,0.023362223762761,300.0,0.3507133207073843,0.06017020936891112,300.0,0.44275484621354105,0.06747718227682341
400.0,0.18174411552054673,0.015827147181926685,400.0,0.33342357386303295,0.05248373012539829,400.0,0.4386849286380928,0.06786153928972115
500.0,0.16774693099974075,0.007631666932610674,500.0,0.31056959822967334,0.05389108728971749,500.0,0.43648973042045836,0.06721700941626436
600.0,0.1579096734431356,0.005259028277321063,600.0,0.29399216725369137,0.03697121895226147,600.0,0.4347120869235056,0.06594595107406892
700.0,0.15279535150343457,0.00627641403780688,700.0,0.28495590019782463,0.038166828258036196,700.0,0.4327498151519703,0.06637723538724635
800.0,0.14813825210252085,0.005610095096796519,800.0,0.27961059784925235,0.03754703255042616,800.0,0.4320841650114131,0.06620579991713395
900.0,0.14332642683414312,0.005740444307950321,900.0,0.2724532200545818,0.04003934442024725,900.0,0.43011354281674585,0.06672121325278893
1000.0,0.13960034611657274,0.0059390097046026725,1000.0,0.2616832963718921,0.038823683785602546,1000.0,0.42636830863779707,0.0730334145799101
