run,RS,NSGA-II-D,NSGA-II
1,0.14085250274857483,0.22947131498288606,0.4143334467969635
2,0.13471548358436802,0.22686040265324414,0.36852755154411376
3,0.141045397568982,0.2398103830474135,0.4693465314088175
4,0.1351805422703675,0.28955404684390473,0.4886672475640063
5,0.13682902114192838,0.2725061493195672,0.48257954771672174
6,0.15344909655765446,0.2902678194846202,0.4979984921718546
7,0.14399748604635376,0.3302342178645495,0.29512657719410584
8,0.13344662932969645,0.2062317084496761,0.37050162746578774
9,0.14048434998625067,0.29159370633610643,0.36806786421442717
10,0.13600295193155137,0.24030321473695287,0.508534200301173
