Attribute,Value
Number Critical Scenarios,913
Number Critical Scenarios (duplicate free),264
Number All Scenarios,1000
Number All Scenarios (duplicate free),330
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.91
Ratio Critical/All scenarios (duplicate free),0.80
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.9999975   0.81308765]
Input value of critical (first of population of interest),[ 2.1635799  -6.61641419  1.73097944]
