Attribute,Value
Number Critical Scenarios,194
Number Critical Scenarios (duplicate free),44
Number All Scenarios,1000
Number All Scenarios (duplicate free),226
Number Best Critical Scenarios,131
Number Best Critical Scenarios (duplicate free),17
Number Best Scenarios,607
Number Best Scenarios (duplicate free),60
Ratio Critical/All scenarios,0.19
Ratio Critical/All scenarios (duplicate free),0.19
Ratio Best Critical/Best Scenarios,0.22
Ratio Best Critical/Best Scenarios (duplicate free),0.28
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.988475  0.85969  -2.040967]
Input value of critical (first of population of interest),[ 1.516687 -7.187557  2.37015 ]
