Attribute,Value
Number Critical Scenarios,487
Number Critical Scenarios (duplicate free),132
Number All Scenarios,1000
Number All Scenarios (duplicate free),292
Number Best Critical Scenarios,90
Number Best Critical Scenarios (duplicate free),21
Number Best Scenarios,232
Number Best Scenarios (duplicate free),34
Ratio Critical/All scenarios,0.49
Ratio Critical/All scenarios (duplicate free),0.45
Ratio Best Critical/Best Scenarios,0.39
Ratio Best Critical/Best Scenarios (duplicate free),0.62
Iteration first critical found,5
Fitness value of critical (first of population of interest),[-1.        0.833767]
Input value of critical (first of population of interest),[-5.60126   3.882754  2.812892]
