n_evals,cid
20,0.6737804898275688
40,0.673744026294767
60,0.6330352391781251
80,0.6096781135345938
100,0.6084019572601698
120,0.5742717177265797
140,0.5236250822625748
160,0.49079269467399395
180,0.46357795474874985
200,0.46276088501986684
220,0.46275673001722883
240,0.4586930753020624
260,0.4586595545371994
280,0.4586595545371994
300,0.45857255653758894
320,0.45857255653758894
340,0.45857242378811963
360,0.45857242378811963
380,0.45857242378811963
400,0.4585723726682607
420,0.4584686506329914
440,0.4584686506329914
460,0.4584686506329914
480,0.4584686506329914
500,0.4584686506329914
520,0.4584686506329914
540,0.45510228299186856
560,0.45510228299186856
580,0.45510228299186856
600,0.45510228299186856
620,0.45510228299186856
640,0.45510228299186856
660,0.45510228299186856
680,0.4533031061382538
700,0.4533031061382538
720,0.4533031061382538
740,0.4529994003922611
760,0.4504251995580343
780,0.4434974976743191
800,0.4434974976743191
820,0.4434974976743191
840,0.4433858364323941
860,0.44008148456044
880,0.44008148456044
900,0.43834377098201766
920,0.436378830604962
940,0.436378830604962
960,0.436378830604962
980,0.436378830604962
1000,0.436378830604962
