Attribute,Value
Number Critical Scenarios,847
Number Critical Scenarios (duplicate free),323
Number All Scenarios,1000
Number All Scenarios (duplicate free),444
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.85
Ratio Critical/All scenarios (duplicate free),0.73
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,6
Fitness value of critical (first of population of interest),[-0.54282308  0.66909146]
Input value of critical (first of population of interest),[-7.37924076 -7.70722074 15.52655324]
