Attribute,Value
Number Critical Scenarios,814
Number Critical Scenarios (duplicate free),190
Number All Scenarios,1000
Number All Scenarios (duplicate free),237
Number Best Critical Scenarios,423
Number Best Critical Scenarios (duplicate free),56
Number Best Scenarios,505
Number Best Scenarios (duplicate free),58
Ratio Critical/All scenarios,0.81
Ratio Critical/All scenarios (duplicate free),0.80
Ratio Best Critical/Best Scenarios,0.84
Ratio Best Critical/Best Scenarios (duplicate free),0.97
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.989867  0.779237  0.      ]
Input value of critical (first of population of interest),[ 2.468186 -1.89572   1.569103]
