algo (subject: RS),p_value,effect
MOPSO,0.009765625,0.13
NSGA-II,0.009765625,0.09
NSGAII-DJ_A0.29_SEQ,0.083984375,0.25
algo (subject: MOPSO),p_value,effect
NSGA-II,0.6953125,0.41
NSGAII-DJ_A0.29_SEQ,0.6953125,0.6
algo (subject: NSGA-II),p_value,effect
NSGAII-DJ_A0.29_SEQ,0.322265625,0.63
