Attribute,Value
Number Critical Scenarios,757
Number Critical Scenarios (duplicate free),280
Number All Scenarios,1000
Number All Scenarios (duplicate free),362
Number Best Critical Scenarios,15
Number Best Critical Scenarios (duplicate free),15
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.76
Ratio Critical/All scenarios (duplicate free),0.77
Ratio Best Critical/Best Scenarios,0.75
Ratio Best Critical/Best Scenarios (duplicate free),0.75
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.97180808  0.73120352]
Input value of critical (first of population of interest),[1.41680366 1.96447534 1.57464708]
