Attribute,Value
Number Critical Scenarios,83
Number Critical Scenarios (duplicate free),24
Number All Scenarios,1000
Number All Scenarios (duplicate free),290
Number Best Critical Scenarios,35
Number Best Critical Scenarios (duplicate free),3
Number Best Scenarios,453
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.08
Ratio Critical/All scenarios (duplicate free),0.08
Ratio Best Critical/Best Scenarios,0.08
Ratio Best Critical/Best Scenarios (duplicate free),0.05
Iteration first critical found,6
Fitness value of critical (first of population of interest),[-0.955932  0.667523]
Input value of critical (first of population of interest),[-7.990083 -7.172894 16.985894]
