Attribute,Value
Number Critical Scenarios,560
Number Critical Scenarios (duplicate free),165
Number All Scenarios,1000
Number All Scenarios (duplicate free),347
Number Best Critical Scenarios,16
Number Best Critical Scenarios (duplicate free),16
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.56
Ratio Critical/All scenarios (duplicate free),0.48
Ratio Best Critical/Best Scenarios,0.80
Ratio Best Critical/Best Scenarios (duplicate free),0.80
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.97903985  0.857493  ]
Input value of critical (first of population of interest),[ 7.58538999 -1.66448589  6.53649478]
