Attribute,Value
Number Critical Scenarios,980
Number Critical Scenarios (duplicate free),307
Number All Scenarios,1000
Number All Scenarios (duplicate free),325
Number Best Critical Scenarios,337
Number Best Critical Scenarios (duplicate free),59
Number Best Scenarios,337
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.98
Ratio Critical/All scenarios (duplicate free),0.94
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999463  0.814373]
Input value of critical (first of population of interest),[-3.968535 -5.516429  3.892166]
