Attribute,Value
Number Critical Scenarios,524
Number Critical Scenarios (duplicate free),87
Number All Scenarios,1000
Number All Scenarios (duplicate free),195
Number Best Critical Scenarios,431
Number Best Critical Scenarios (duplicate free),40
Number Best Scenarios,691
Number Best Scenarios (duplicate free),52
Ratio Critical/All scenarios,0.52
Ratio Critical/All scenarios (duplicate free),0.45
Ratio Best Critical/Best Scenarios,0.62
Ratio Best Critical/Best Scenarios (duplicate free),0.77
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.977817  0.695253 -1.341883]
Input value of critical (first of population of interest),[-6.465019 -7.664883 13.629331]
