Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.507583,0.986848,2.246511,-0.942143,-1.578118
1,0.497731,1.818542,3.586712,-0.980110,-1.569654
2,0.840784,1.854028,1.621785,-0.915731,-2.333982
3,0.310923,1.220664,4.974963,-0.910737,-1.080495
4,0.359941,1.338688,4.540749,-0.995126,-1.212571
5,0.569423,1.941487,3.190584,-0.987648,-1.750775
6,0.377234,0.788132,2.840164,-0.940509,-1.259759
7,0.599388,1.904025,3.098064,-0.814918,-1.807092
8,0.487881,0.641772,0.733204,-0.724977,-1.551225
9,0.815198,1.583725,1.493604,-0.970364,-2.239922
10,0.313319,0.866134,2.959906,-0.794412,-1.450429
11,0.466691,0.637017,0.839270,-0.972078,-1.486150
12,0.402662,1.124894,3.403471,-0.922387,-1.331662
13,0.477389,1.182526,2.694594,-0.934389,-1.523340
14,0.658639,0.878115,0.799310,-0.986484,-2.661106
15,0.469665,1.916330,3.970511,-0.999199,-1.498234
16,0.478453,1.094309,2.829736,-0.988477,-1.526406
17,0.873961,1.916069,1.565161,-0.723003,-2.455332
18,0.473567,0.717671,1.470073,-0.771900,-1.511417
19,0.351562,0.681917,2.099569,-0.982956,-1.184352
20,0.421446,1.446022,3.750591,-0.816702,-2.457874
21,0.548606,0.946739,1.816800,-0.910434,-2.526037
22,0.663333,1.383714,2.032512,-0.945635,-1.937321
23,0.419342,1.359097,4.165443,-0.751729,-1.375627
24,0.463676,1.992402,4.214500,-0.984326,-1.479229
25,0.473677,1.388601,3.176624,-0.895735,-1.512334
26,0.471547,0.946271,2.248174,-0.982087,-1.504385
27,0.490787,1.093286,2.481175,-0.998943,-1.558693
28,0.646282,1.759404,2.542240,-0.985568,-1.926834
29,0.464101,1.900158,4.145935,-0.994371,-1.479303
30,0.507253,1.309083,2.813007,-0.988148,-1.577463
31,0.355865,1.200252,4.159972,-0.951191,-1.199593
32,0.302815,0.922643,4.669675,-0.982523,-1.065508
33,0.476035,1.430326,3.564086,-0.927789,-1.519162
34,0.357682,0.608725,1.265100,-0.999164,-1.205476
35,0.675211,1.783356,2.455517,-0.857743,-1.969603
36,0.486287,0.729014,1.297686,-0.860218,-1.547469
37,0.407971,1.267345,3.664995,-0.956778,-1.349942
38,0.441957,1.545715,3.789939,-0.983626,-1.419352
39,0.342319,0.774838,3.511558,-0.864626,-1.158909
40,0.584234,1.677295,2.708777,-0.715216,-3.155726
41,0.410522,1.476468,4.268371,-0.999825,-1.358928
42,0.612082,1.517930,2.512429,-0.977708,-1.850005
43,0.343589,1.125992,4.408604,-0.987297,-1.162673
44,0.451019,1.334238,3.597123,-0.979649,-1.450690
45,0.522241,1.616864,3.227797,-0.994528,-1.626119
46,0.528781,1.382065,3.011252,-0.784416,-1.648718
47,0.534315,0.877955,1.412080,-0.854291,-2.645322
48,0.322592,1.030529,4.664572,-0.996063,-1.108215
49,0.380457,1.114600,4.093758,-0.787164,-1.262371
50,0.596949,1.916014,3.024489,-0.979691,-1.799673
51,0.503121,1.119512,2.616612,-0.974480,-1.569999
52,0.610373,1.513522,2.527770,-0.999840,-1.843469
53,0.384100,1.430492,4.305529,-0.993967,-1.266207
54,0.531655,1.798375,3.216645,-0.978877,-1.659845
55,0.697655,0.929317,0.895543,-0.967653,-2.599188
56,0.671529,1.683547,2.323768,-0.995319,-1.960160
57,0.304037,0.728522,3.689490,-0.987899,-1.070713
58,0.455576,1.773007,3.811064,-0.868985,-1.476850
59,0.401945,0.618624,0.236656,-0.948703,-2.394082
60,0.633275,1.873263,2.624242,-0.972978,-1.888201
61,0.500645,1.087468,2.389413,-0.977123,-1.569815
62,0.464017,0.723441,0.841497,-0.949851,-2.448237
63,0.453188,0.706514,1.399020,-0.980508,-1.460647
64,0.464833,1.061417,2.713703,-0.997858,-1.482224
65,0.383375,1.078556,3.738467,-0.996953,-1.264857
66,0.390478,1.557589,4.666774,-0.928804,-1.283322
67,0.441662,1.715008,4.120321,-0.988068,-1.418774
68,0.619005,1.502113,2.119718,-0.768116,-3.361228
69,0.427263,1.620028,4.404754,-0.754838,-1.382588
70,0.289537,0.881466,4.408972,-0.918240,-1.009387
71,0.476498,1.316216,3.395882,-0.866304,-1.521012
72,0.299256,0.901848,4.742696,-0.927523,-1.049464
73,0.299863,0.653143,2.751600,-0.988937,-1.050611
74,0.806241,1.573989,1.595784,-0.864298,-2.204473
75,0.571550,1.471503,2.725356,-0.974460,-1.756105
76,0.288230,0.550422,2.059337,-0.988485,-1.003465
77,0.309550,1.104487,4.423860,-0.765952,-1.417606
78,0.630172,1.280201,2.133881,-0.875788,-1.876227
